PK,SK,name,hiragana,level,english,vietnamese,lexical_category,accent_up,accent_down
WORDS,505,晩,ばん,3,evening,buổi tối,noun,1,
WORDS,506,夜,よる,2,night,buổi tối,noun,,1
WORDS,507,今,いま,2,now,bây giờ,noun,,1
WORDS,508,分,ふん,3,~minute,~phút,noun,,1
WORDS,509,半分,はんぶん,4,half,rưỡi,noun,1,3
WORDS,510,歳,さい,2,~years old,~tuổi,counter,,
WORDS,511,人,ひと,2,~people,~người,noun,1,
WORDS,512,円,えん,2,~yen,~yên,counter,1,
WORDS,513,個,こ,2,~pieces (general counter),~cái/chiếc,counter,,
WORDS,514,冊,さつ,4,~volumes (books,~cuốn/quyển,counter,,
WORDS,515,杯,はい,4,~cups/glasses (drinks),~cốc/ly,counter,,
WORDS,516,匹,ひき,5,~small animals,~con (động vật nhỏ),counter,,
WORDS,517,枚,まい,4,~flat objects (paper,~tờ/chiếc,counter,,
WORDS,518,上,うえ,2,up/above,trên,noun,1,
WORDS,519,下,した,2,down/under,dưới,noun,1,
WORDS,520,中,なか,2,inside,trong,noun,,1
WORDS,521,外,そと,2,outside,ngoài,noun,,1
WORDS,522,右,みぎ,2,right,bên phải,noun,1,
WORDS,523,左,ひだり,2,left,bên trái,noun,1,
WORDS,524,前,まえ,2,front/before,trước,noun,,1
WORDS,525,後ろ,うしろ,2,back/behind,sau,noun,1,
WORDS,526,隣,となり,3,next to,bên cạnh,noun,1,
WORDS,527,近く,ちかく,2,near,gần,noun,1,2
WORDS,528,遠く,とおく,2,far,xa,noun,1,
WORDS,529,北,きた,3,north,bắc,noun,1,
WORDS,530,南,みなみ,3,south,nam,noun,1,
WORDS,531,東,ひがし,3,east,đông,noun,1,
WORDS,532,西,にし,3,west,tây,noun,1,
WORDS,533,道,みち,2,road/street,đường,noun,1,
WORDS,534,所,ところ,2,place,nơi/chỗ,noun,1,
WORDS,535,お金,おかね,2,money,tiền,noun,1,
WORDS,536,時間,じかん,2,time,thời gian,noun,1,
WORDS,537,物,もの,3,thing/object,vật/đồ vật,noun,1,
WORDS,538,事,こと,3,thing/matter,việc/sự việc,noun,1,
WORDS,539,大人,おとな,2,adult,người lớn,noun,1,
WORDS,540,男の子,おとこのこ,2,boy,bé trai,noun,1,3
WORDS,541,女の子,おんなのこ,2,girl,bé gái,noun,1,3
WORDS,542,名前,なまえ,1,name,tên,noun,1,
WORDS,543,住所,じゅうしょ,2,address,địa chỉ,noun,,1
WORDS,544,電話,でんわ,2,telephone,điện thoại,noun,1,
WORDS,545,番号,ばんごう,3,number,số,noun,1,3
WORDS,546,写真,しゃしん,3,photo,ảnh/hình,noun,1,
WORDS,547,手紙,てがみ,3,letter,thư,noun,1,
WORDS,548,切手,きって,3,stamp,tem,noun,1,
WORDS,549,荷物,にもつ,3,luggage/package,hành lý/kiện hàng,noun,,1
WORDS,550,鞄,かばん,3,bag/briefcase,cặp/túi xách,noun,1,
WORDS,551,傘,かさ,2,umbrella,ô/dù,noun,,1
WORDS,552,時計,とけい,2,clock/watch,đồng hồ,noun,1,
WORDS,553,鍵,かぎ,3,key,chìa khóa,noun,1,
WORDS,554,電気,でんき,3,electricity/light,điện/đèn,noun,,1
WORDS,555,テレビ,テレビ,3,television,ti vi,noun,,1
WORDS,556,ラジオ,ラジオ,3,radio,đài,noun,,1
WORDS,557,カメラ,カメラ,3,camera,máy ảnh,noun,,1
WORDS,558,パソコン,パソコン,3,personal computer,máy vi tính,noun,1,
WORDS,559,冷蔵庫,れいぞうこ,3,refrigerator,tủ lạnh,noun,1,3
WORDS,560,本,ほん,2,book,sách,noun,,1
WORDS,561,雑誌,ざっし,3,magazine,tạp chí,noun,,1
WORDS,562,新聞,しんぶん,3,newspaper,báo,noun,1,
WORDS,563,辞書,じしょ,2,dictionary,từ điển,noun,,1
WORDS,564,飲み物,のみもの,2,drink,đồ uống,noun,1,3
WORDS,565,肉,にく,2,meat,thịt,noun,1,
WORDS,566,野菜,やさい,2,vegetable,rau,noun,1,
WORDS,567,果物,くだもの,2,fruit,hoa quả/trái cây,noun,1,
WORDS,568,米,こめ,2,rice (uncooked),gạo,noun,1,
WORDS,569,塩,しお,3,salt,muối,noun,1,
WORDS,570,砂糖,さとう,3,sugar,đường,noun,1,2
WORDS,571,醤油,しょうゆ,3,soy sauce,xì dầu,noun,1,
WORDS,572,味噌,みそ,3,miso,miso,noun,,1
WORDS,573,駅,えき,3,station,ga/nhà ga,noun,,1
WORDS,574,空港,くうこう,2,airport,sân bay,noun,1,
WORDS,575,港,みなと,4,port/harbor,cảng,noun,1,
WORDS,576,店,みせ,2,shop/store,cửa hàng/tiệm,noun,1,
WORDS,577,図書館,としょかん,4,library,thư viện,noun,1,2
WORDS,578,美術館,びじゅつかん,5,art museum,bảo tàng mỹ thuật,noun,1,3
WORDS,579,喫茶店,きっさてん,4,cafe/coffee shop,quán cà phê,noun,1,
WORDS,580,ホテル,ホテル,2,hotel,khách sạn,noun,,1
WORDS,581,天気,てんき,2,weather,thời tiết,noun,,1
WORDS,582,雨,あめ,2,rain,mưa,noun,,1
WORDS,583,雪,ゆき,3,snow,tuyết,noun,1,
WORDS,584,晴れ,はれ,2,fine weather,trời nắng,noun,1,
WORDS,585,曇り,くもり,2,cloudy weather,trời có mây,noun,1,
WORDS,586,易しい,やさしい,5,easy/simple,dễ/đơn giản,i_adjective,1,3
WORDS,587,元気な,げんきな,2,healthy/lively,khỏe mạnh/năng động,na_adjective,,1
WORDS,588,暇,ひま,3,free time,rảnh rỗi,noun,1,
WORDS,589,眠い,ねむい,3,sleepy,buồn ngủ,i_adjective,1,2
WORDS,590,大変な,たいへんな,3,tough/hard/serious,vất vả/khó khăn,na_adjective,1,
WORDS,591,一緒に,いっしょに,3,together,cùng nhau,adverb,1,
WORDS,592,まだ,まだ,3,still/yet,vẫn/chưa,adverb,,1
WORDS,593,これから,これから,3,from now on/after this,từ bây giờ/sau đây,adverb,1,
WORDS,594,後で,あとで,3,later,sau này,adverb,,1
WORDS,595,まず,まず,3,first of all,trước tiên,adverb,,1
WORDS,596,それから,それから,4,after that,sau đó,conjunction,1,
WORDS,597,そして,そして,4,and/then,và/rồi,conjunction,1,
WORDS,598,でも,でも,4,but,nhưng,conjunction,,1
WORDS,599,ですから,ですから,4,therefore/so,vì vậy/do đó,conjunction,,1
WORDS,600,から,から,4,from,từ,case particle,,
WORDS,601,はい,はい,1,yes,vâng/dạ,interjection,,1
WORDS,602,いいえ,いいえ,1,no,không,interjection,1,
WORDS,603,すみません,すみません,1,excuse me/sorry,xin lỗi/làm ơn,interjection,1,4
WORDS,604,ごめんなさい,ごめんなさい,4,I'm sorry,xin lỗi,interjection,1,5
WORDS,605,ありがとう,ありがとう,1,thank you,cảm ơn,interjection,1,2
WORDS,606,いただきます,いただきます,2,thank you for the meal (before eating),xin mời (trước khi ăn),interjection,1,6
WORDS,607,ごちそうさま,ごちそうさま,2,thank you for the meal (after eating),cảm ơn vì bữa ăn (sau khi ăn),interjection,1,
WORDS,608,ただいま,ただいま,4,I'm home,tôi về rồi,interjection,1,
WORDS,609,お帰りなさい,おかえりなさい,4,welcome home,mừng bạn đã về,interjection,1,6
WORDS,610,いってきます,いってきます,6,I'm going (and coming back),tôi đi đây,interjection,1,5
WORDS,611,いってらっしゃい,いってらっしゃい,6,please go (and come back),bạn đi nhé,interjection,1,
WORDS,612,おやすみなさい,おやすみなさい,2,good night,chúc ngủ ngon,interjection,1,6
WORDS,613,こんにちは,こんにちは,1,hello/good afternoon,xin chào,interjection,1,
WORDS,614,こんばんは,こんばんは,1,good evening,chào buổi tối,interjection,1,
WORDS,615,おはようございます,おはようございます,1,good morning,chào buổi sáng,interjection,1,8
WORDS,616,さようなら,さようなら,1,goodbye,tạm biệt,interjection,1,
WORDS,617,休みます,やすみます,2,to rest,nghỉ ngơi/nghỉ phép,verb5,1,4
WORDS,618,知ります,しります,3,to know,biết,verb5,1,3
WORDS,619,研究します,けんきゅうします,4,to research,nghiên cứu,verb_sa,1,6
WORDS,620,買い物します,かいものします,3,to shop,mua sắm,verb_sa,1,6
WORDS,621,散歩します,さんぽします,3,to take a walk,đi dạo,verb_sa,1,5
WORDS,622,洗います,あらいます,2,to wash,rửa,verb5,1,4
WORDS,623,掃除します,そうじします,3,to clean,dọn dẹp,verb_sa,1,5
WORDS,624,送ります,おくります,2,to send,gửi,verb5,1,4
WORDS,625,連絡します,れんらくします,2,to contact,liên lạc,verb_sa,1,3
WORDS,626,呼びます,よびます,3,to call,gọi,verb5,1,3
WORDS,627,手伝います,てつだいます,3,to help,giúp đỡ,verb5,1,5
WORDS,628,脱ぎます,ぬぎます,3,to take off (clothes),cởi (quần áo),verb5,1,3
WORDS,629,着ます,きます,3,to wear,mặc (quần áo trên),verb1up,1,2
WORDS,630,付けます,つけます,3,to attach,bật/gắn,verb1down,1,3
WORDS,631,押します,おします,3,to push,ấn/đẩy,verb5,1,3
WORDS,632,引きます,ひきます,3,to pull,kéo,verb5,1,3
WORDS,633,運びます,はこびます,3,to carry,vận chuyển/mang vác,verb5,1,4
WORDS,634,走ります,はしります,3,to run,chạy,verb5,1,4
WORDS,635,歩きます,あるきます,3,to walk,đi bộ,verb5,1,4
WORDS,636,曲がります,まがります,3,to turn/bend,rẽ/quẹo,verb5,1,4
WORDS,637,渡ります,わたります,3,to cross,băng qua,verb5,1,4
WORDS,638,降ります,おります,3,to get off,xuống (xe),verb1up,1,3
WORDS,640,並びます,ならびます,3,to queue,xếp hàng,verb5,1,4
WORDS,641,並べます,ならべます,7,to arrange / line up,sắp xếp/xếp đặt,verb1down,1,4
WORDS,642,置きます,おきます,3,to put,đặt/để,verb5,1,3
WORDS,643,飾ります,かざります,4,to decorate,trang trí,verb5,1,4
WORDS,644,変えます,かえます,3,to change,thay đổi,verb1down,1,3
WORDS,645,直します,なおします,3,to fix/correct,sửa chữa/chỉnh sửa,verb5,1,4
WORDS,646,選びます,えらびます,3,to choose,chọn,verb5,1,4
WORDS,647,探します,さがします,3,to search/look for,tìm kiếm,verb5,1,4
WORDS,648,見つけます,みつけます,3,to find,tìm thấy,verb1down,1,4
WORDS,649,無くします,なくします,3,to lose,làm mất,verb5,1,4
WORDS,650,無くなります,なくなります,6,to be lost/run out,bị mất/hết,verb5,1,5
WORDS,651,入ります,はいります,3,to enter,vào,verb5,1,4
WORDS,652,出ます,でます,3,to go out,ra/rời đi,verb1down,1,2
WORDS,653,迎えます,むかえます,3,to welcome,đón,verb1up,1,4
WORDS,654,疲れます,つかれます,3,to get tired,bị mệt,verb1down,1,4
WORDS,655,青い,あおい,3,blue,màu xanh lam,i_adjective,1,2
WORDS,656,赤い,あかい,3,red,màu đỏ,i_adjective,1,
WORDS,657,熱い,あつい,3,hot (to touch/drink),nóng (đồ vật/đồ uống),i_adjective,1,2
WORDS,658,飴,あめ,4,candy,kẹo,noun,1,
WORDS,659,安全,あんぜん,3,safe/safety,an toàn,noun,1,
WORDS,660,痛い,いたい,3,painful,đau,i_adjective,1,2
WORDS,661,一番,いちばん,4,the most/number one,nhất/số một,noun,1,2
WORDS,662,いつか,いつか,3,someday,một lúc nào đó,adverb,,1
WORDS,663,兎,うさぎ,3,rabbit,thỏ,noun,1,
WORDS,664,歌,うた,3,song,bài hát,noun,1,
WORDS,665,絵,え,3,picture/drawing,bức tranh,noun,,
WORDS,666,エレベーター,エレベーター,3,elevator,thang máy,noun,1,3
WORDS,667,お菓子,おかし,3,sweets/snack,bánh kẹo,noun,1,2
WORDS,668,お手洗い,おてあらい,3,restroom,nhà vệ sinh,noun,1,3
WORDS,669,お寺,おてら,3,temple,chùa,noun,1,
WORDS,670,お腹,おなか,3,stomach,bụng,noun,1,
WORDS,671,同じ,おなじ,3,same,giống nhau,,1,
WORDS,672,泳ぎます,およぎます,3,to swim,bơi,verb5,1,4
WORDS,673,買い物,かいもの,3,shopping,mua sắm,noun,1,
WORDS,674,かざり,かざり,6,decoration,đồ trang trí,noun,1,
WORDS,675,片付けます,かたづけます,3,to tidy up / clean up,dọn dẹp,verb1down,1,5
WORDS,676,かっこいい,かっこいい,3,cool/good-looking,ngầu/đẹp trai,i_adjective,1,4
WORDS,677,壁,かべ,3,wall,tường,noun,1,
WORDS,678,神,かみ,6,paper,giấy,noun,,1
WORDS,679,軽い,かるい,4,light (weight),nhẹ,i_adjective,1,
WORDS,680,カレンダー,カレンダー,3,calendar,lịch,noun,1,2
WORDS,681,かわいい,かわいい,3,cute,dễ thương,noun,1,3
WORDS,682,漢字,かんじ,3,Kanji,chữ Hán,noun,1,
WORDS,683,黄色い,きいろい,3,yellow,màu vàng,noun,1,3
WORDS,684,金,きん,5,gold/money,vàng/tiền,noun,,1
WORDS,685,クリスマス,クリスマス,3,Christmas,Giáng sinh,noun,1,3
WORDS,686,黒い,くろい,3,black,màu đen,noun,1,2
WORDS,687,計画,けいかく,3,plan,kế hoạch,noun,1,
WORDS,688,結婚,けっこん,3,marriage,kết hôn,noun,1,
WORDS,689,答えます,こたえます,3,to answer,trả lời,verb1down,1,4
WORDS,690,こちら,こちら,7,this way/this person,đây/vị này,noun,1,
WORDS,691,こっち,こっち,3,this way (informal),đây (ít trang trọng),noun,1,
WORDS,692,こと,こと,3,thing/matter,việc/chuyện,noun,1,
WORDS,693,この,この,3,this,cái này,noun,1,
WORDS,694,困ります,こまります,4,to be in trouble,gặp khó khăn/rắc rối,verb5,1,4
WORDS,695,これ,これ,3,this (thing),cái này,noun,1,
WORDS,696,サービス,サービス,3,service,dịch vụ,noun,,1
WORDS,697,散歩,さんぽ,3,walk,đi dạo,noun,1,
WORDS,698,試験,しけん,3,exam/test,kỳ thi/bài kiểm tra,noun,,1
WORDS,699,質問,しつもん,3,question,câu hỏi,noun,1,
WORDS,700,死にます,しにます,5,to die,chết,verb5,1,3
WORDS,701,締めます,しめます,10,to fasten/tie,thắt/buộc,verb1down,1,3
WORDS,702,シャツ,シャツ,3,shirt,áo sơ mi,noun,,1
WORDS,703,授業,じゅぎょう,3,class/lesson,tiết học/bài học,noun,,1
WORDS,704,宿題,しゅくだい,3,homework,bài tập về nhà,noun,1,
WORDS,705,食事,しょくじ,3,meal,bữa ăn,noun,1,
WORDS,706,新幹線,しんかんせん,3,Shinkansen (bullet train),tàu Shinkansen,noun,1,3
WORDS,707,ストーブ,ストーブ,5,heater,lò sưởi,noun,1,2
WORDS,708,スプーン,スプーン,3,spoon,thìa,noun,1,2
WORDS,709,大丈夫,だいじょうぶ,3,all right/no problem,ổn/không sao,na_adjective,1,3
WORDS,710,大好きな,だいすきな,7,love/very fond of,rất thích/yêu thích,na_adjective,,1
WORDS,711,大切な,たいせつな,3,important/precious,quan trọng/quý giá,na_adjective,1,
WORDS,712,着きます,つきます,3,to arrive,đến,verb5,1,3
WORDS,713,どちら,どちら,3,which (of two)/where (polite),cái nào (trong hai)/ở đâu (lịch sự),pronoun,,1
WORDS,714,どっち,どっち,6,which (of two)/where (informal),cái nào (trong hai)/ở đâu (ít trang trọng),pronoun,,1
WORDS,715,飛びます,とびます,3,to fly,bay,verb5,1,3
WORDS,716,入口,いりぐち,3,entrance,lối vào,noun,1,
WORDS,717,値段,ねだん,3,to take off (clothes),cởi (quần áo),noun,1,
WORDS,718,乗ります,のります,3,to ride,lên (xe),verb5,1,3
WORDS,719,歯,は,3,tooth,răng,noun,,
WORDS,720,灰皿,はいざら,5,ashtray,gạt tàn,noun,1,3
WORDS,721,初めて,はじめて,3,first time,lần đầu tiên,adverb,1,2
WORDS,722,ハンカチ,ハンカチ,5,handkerchief,khăn tay,noun,1,3
WORDS,723,開きます,ひらきます,3,to open,mở,verb5,1,4
WORDS,724,便利な,べんりな,3,convenient,tiện lợi,na_adjective,,1
WORDS,725,また,また,3,again,lại/nữa,adverb,1,
WORDS,726,まっすぐ,まっすぐ,3,straight,thẳng,adverb,,1
WORDS,727,街,まち,6,town/city,thị trấn/thành phố,noun,1,
WORDS,728,みんな,みんな,3,everyone,tất cả mọi người,noun,1,
WORDS,729,向こう,むこう,8,over there/beyond,phía đằng kia,noun,1,
WORDS,730,持ちます,もちます,3,to hold/have,cầm/có,verb5,1,3
WORDS,731,問題,もんだい,3,problem/question,vấn đề/câu hỏi,noun,1,
WORDS,732,読書,どくしょ,3,reading books,đọc sách,noun,,1
WORDS,733,喜びます,よろこびます,3,to be delighted/rejoice,vui mừng/hân hoan,verb5,1,5
WORDS,734,練習,れんしゅう,3,practice,luyện tập,noun,1,
WORDS,735,忘れます,わすれます,3,to forget,quên,verb1down,1,4
WORDS,736,和食,わしょく,3,Japanese food,món ăn Nhật,noun,1,
WORDS,737,回,かい,2,times,lần,counter,,1
WORDS,738,階,かい,4,floor,tầng,counter,,1
WORDS,739,重い,おもい,4,heavy,nặng,noun,1,
WORDS,740,味,あじ,3,taste,vị,noun,,
WORDS,741,分かります,わかります,3,to understand,hiểu,verb5,1,4
WORDS,742,覚えます,おぼえます,3,to remember / to memorize,nhớ,verb1down,1,4
WORDS,743,温かい,あたたかい,4,warm,ấm áp,i_adjective,1,4
WORDS,744,賑やかな,にぎやかな,6,lively / bustling,sôi nổi,na_adjective,1,4
WORDS,745,速い,はやい,4,fast / early,nhanh,i_adjective,1,2
WORDS,746,少ない,すくない,3,few / little,ít,i_adjective,1,3
WORDS,747,多い,おおい,3,many / much,nhiều,i_adjective,,1
WORDS,748,強い,つよい,3,strong,mạnh,i_adjective,1,2
WORDS,749,弱い,よわい,3,weak,yếu,i_adjective,1,2
WORDS,750,シャワー,シャワー,3,shower,vòi sen,noun,,1
WORDS,751,メール,メール,3,email,thư điện tử,noun,1,
WORDS,752,看護師,かんごし,5,nurse,y tá,noun,1,3
WORDS,753,教師,きょうし,6,teacher,giáo viên,noun,,1
WORDS,754,社員,しゃいん,5,company employee,nhân viên công ty,noun,,1
WORDS,755,信号,しんごう,4,traffic light,đèn tín hiệu,noun,1,
WORDS,756,交差点,こうさてん,6,intersection,ngã tư,noun,1,
WORDS,757,意味,いみ,4,meaning,ý nghĩa,noun,,1
WORDS,758,以内,いない,7,within,trong vòng,noun,,1
WORDS,759,以外,いがい,6,except for,ngoài ra,noun,,1
WORDS,760,一生懸命,いっしょうけんめい,6,with all effort,chăm chỉ,adverb,1,4
WORDS,761,田舎,いなか,5,countryside,nông thôn,noun,1,
WORDS,762,受付,うけつけ,6,reception,quầy tiếp tân,noun,1,
WORDS,763,動きます,うごきます,6,to move,chuyển động,verb5,1,4
WORDS,764,打ちます,うちます,6,to hit,đánh,verb5,1,3
WORDS,765,移ります,うつります,6,to move,di chuyển,verb5,1,4
WORDS,766,裏,うら,5,back side,mặt sau,noun,1,
WORDS,767,運動します,うんどうします,4,to exercise,vận động,verb_sa,1,6
WORDS,768,運転手,うんてんしゅ,5,driver,tài xế,noun,1,3
WORDS,769,遠慮します,えんりょします,6,"to hesitate, refrain",ngại,verb_sa,1,5
WORDS,770,駅員,えきいん,6,station staff,nhân viên nhà ga,noun,1,2
WORDS,771,選手,せんしゅ,5,athlete,vận động viên,noun,,1
WORDS,772,英会話,えいかいわ,5,English conversation,hội thoại tiếng Anh,noun,1,3
WORDS,773,遠足,えんそく,6,excursion,dã ngoại,noun,1,
WORDS,774,終電,しゅうでん,6,last train,chuyến tàu cuối cùng,noun,1,
WORDS,775,おくれます,遅れます,4,to be late,trễ,verb1down,1,4
WORDS,776,折ります,おります,4,to fold,gập,verb5,1,3
WORDS,777,折れます,おれます,7,"to break, snap",bị gãy,verb1down,1,3
WORDS,778,落とします,おとします,7,to drop,làm rơi,verb5,1,4
WORDS,779,落ちます,おちます,4,to fall,rơi,verb1up,1,3
WORDS,780,音,おと,4,sound,âm thanh,noun,1,
WORDS,781,お祝い,おいわい,5,celebration,lễ mừng,noun,1,
WORDS,782,お正月,おしょうがつ,5,New Year,Tết (Năm mới),noun,1,
WORDS,783,お年寄り,おとしより,6,elderly person,người già,noun,1,
WORDS,784,お見舞い,おみまい,5,visiting someone sick,thăm người ốm,noun,1,
WORDS,785,開始,かいし,5,"start, beginning",bắt đầu,noun,1,
WORDS,786,会議,かいぎ,4,meeting,cuộc họp,noun,,1
WORDS,787,会場,かいじょう,4,venue,hội trường,noun,1,
WORDS,788,海岸,かいがん,5,coast,bờ biển,noun,1,
WORDS,789,会話,かいわ,5,conversation,hội thoại,noun,1,
WORDS,790,科学,かがく,6,science,khoa học,noun,,1
WORDS,791,鏡,かがみ,5,mirror,gương,noun,1,
WORDS,792,火事,かじ,4,fire (disaster),hỏa hoạn,noun,,1
WORDS,793,家事,かじ,6,housework,việc nhà,noun,,1
WORDS,794,必ず,かならず,4,certainly,nhất định,adverb,1,
WORDS,795,通います,かよいます,5,to commute,đi (đến trường,verb5,1,4
WORDS,796,乾きます,かわきます,4,to get dry,khô (tự khô),verb5,1,4
WORDS,797,乾かします,かわかします,6,to dry,làm khô,verb5,1,5
WORDS,798,変わります,かわります,6,to change,thay đổi (tự),verb5,1,4
WORDS,799,看板,かんばん,5,signboard,bảng hiệu,noun,1,
WORDS,800,関係,かんけい,5,relation,quan hệ,noun,1,
WORDS,801,観光客,かんこうきゃく,6,tourist,khách du lịch,noun,1,3
WORDS,802,機会,きかい,6,opportunity,cơ hội,noun,,1
WORDS,803,危険,きけん,4,danger,nguy hiểm,noun,1,
WORDS,804,決まります,きまります,8,to be decided,được quyết định,verb5,1,4
WORDS,805,決めます,きめます,4,to decide,quyết định (tha),verb1down,1,3
WORDS,806,気持ち,きもち,4,feeling,cảm giác,noun,1,
WORDS,807,急行,きゅうこう,6,express (train),tàu tốc hành,noun,1,
WORDS,808,教科書,きょうかしょ,4,textbook,sách giáo khoa,noun,1,3
WORDS,809,近所,きんじょ,5,neighborhood,hàng xóm,noun,,1
WORDS,810,銀色,ぎんいろ,6,silver (color),màu bạc,noun,1,
WORDS,811,空気,くうき,4,air,không khí,noun,,1
WORDS,812,工場,こうじょう,4,factory,nhà máy,noun,1,3
WORDS,813,高校生,こうこうせい,5,high school student,học sinh cấp 3,noun,1,3
WORDS,814,校長先生,こうちょうせんせい,6,principal,hiệu trưởng,noun,1,7
WORDS,815,公務員,こうむいん,7,public servant,viên chức,noun,1,3
WORDS,816,声,こえ,5,voice,giọng nói,noun,,1
WORDS,817,小学校,しょうがっこう,4,elementary school,tiểu học,noun,1,3
WORDS,818,故障します,こしょうします,5,to break down,hỏng hóc,verb_sa,1,5
WORDS,819,答え,こたえ,4,answer,câu trả lời,noun,1,2
WORDS,820,小鳥,ことり,7,small bird,chim nhỏ,noun,1,
WORDS,821,壊します,こわします,7,to break,làm hỏng (tha),verb5,1,4
WORDS,822,壊れます,こわれます,4,to be broken,bị hỏng (tự),verb1down,1,4
WORDS,823,今度,こんど,5,next time,lần tới,noun,,1
WORDS,824,最近,さいきん,5,recently,gần đây,adverb,1,
WORDS,825,最後,さいご,4,last,cuối cùng,noun,,1
WORDS,826,最初,さいしょ,4,first,đầu tiên,noun,1,
WORDS,827,作文,さくぶん,6,"writing, composition",bài luận,noun,1,
WORDS,828,騒ぎます,さわぎます,7,to make noise,làm ồn,verb5,1,4
WORDS,829,触ります,さわります,5,to touch,chạm,verb5,1,4
WORDS,830,参加します,さんかします,5,to participate,tham gia,verb_sa,1,5
WORDS,831,残念な,ざんねんな,6,regrettable,đáng tiếc,na_adjective,1,3
WORDS,832,試合,しあい,6,"match, game",trận đấu,noun,1,
WORDS,833,歯医者,はいしゃ,5,dentist,nha sĩ,noun,,1
WORDS,834,自由,じゆう,6,freedom,tự do,noun,1,2
WORDS,835,自動販売機,じどうはんばいき,5,vending machine,máy bán hàng tự động,,1,6
WORDS,836,事務所,じむしょ,5,office,văn phòng,noun,1,2
WORDS,837,失礼します,しつれいします,5,excuse me,xin phép (lễ phép),verb_sa,1,6
WORDS,838,住宅,じゅうたく,5,residence,nhà ở,noun,1,
WORDS,839,出発します,しゅっぱつします,6,to depart,xuất phát,verb_sa,1,6
WORDS,840,出席します,しゅっせきします,5,to attend,tham dự,verb_sa,1,56
WORDS,841,出張します,しゅっちょう,5,to go away on business,đi công tác,verb_sa,1,
WORDS,842,準備します,じゅんびします,4,to prepare,chuẩn bị,verb_sa,,1
WORDS,843,紹介します,しょうかいします,5,to introduce,giới thiệu,verb_sa,1,6
WORDS,844,商店街,しょうてんがい,6,shopping street,khu phố mua sắm,noun,1,3
WORDS,845,少女,しょうじょ,5,young girl,thiếu nữ,noun,,1
WORDS,846,少年,しょうねん,5,young boy,thiếu niên,noun,1,
WORDS,847,食料品,しょくりょうひん,5,groceries,thực phẩm,noun,1,
WORDS,848,水道,すいどう,6,water supply,nước máy,noun,1,
WORDS,849,数字,すうじ,4,number,con số,noun,1,
WORDS,850,空きます,すきます,6,to become empty,trống,verb5,1,3
WORDS,851,空き缶,あきかん,5,empty can,lon rỗng,noun,1,
WORDS,852,過ぎます,すぎます,5,to pass through,quá,verb1up,1,3
WORDS,853,進みます,すすみます,6,to advance,tiến triển,verb5,1,4
WORDS,854,滑ります,すべります,6,to slip,trượt,verb5,1,4
WORDS,855,生活,せいかつ,4,"life, livelihood",cuộc sống,noun,1,
WORDS,856,正月,しょうがつ,5,New Year,Tết (năm mới),noun,1,
WORDS,857,世界,せかい,5,world,thế giới,noun,,1
WORDS,858,説明します,せつめいします,4,to explain,giải thích,verb_sa,1,6
WORDS,859,洗濯機,せんたくき,5,washing machine,máy giặt,noun,1,3
WORDS,860,線路,せんろ,6,train track,đường ray,noun,,1
WORDS,861,線,せん,4,line,đường (vạch tuyến),noun,,1
WORDS,862,戦争,せんそう,5,war,chiến tranh,noun,1,
WORDS,863,掃除機,そうじき,6,vacuum cleaner,máy hút bụi,noun,1,3
WORDS,864,相手,あいて,5,"partner, opponent",đối phương,noun,1,
WORDS,865,倉庫,そうこ,6,warehouse,nhà kho,noun,,1
WORDS,866,速達,そくたつ,7,express mail,chuyển phát nhanh,noun,1,
WORDS,867,卒業します,そつぎょうします,5,to graduate,tốt nghiệp,verb_sa,1,6
WORDS,868,育てます,そだてます,6,to raise (a child),nuôi dạy,verb1down,1,4
WORDS,869,卒業式,そつぎょうしき,9,graduation ceremony,lễ tốt nghiệp,noun,1,3
WORDS,870,退院します,たいいんします,7,to be discharged,xuất viện,verb_sa,1,6
WORDS,871,大学生,だいがくせい,6,university student,sinh viên đại học,noun,1,3
WORDS,872,体育館,たいいくかん,6,gymnasium,nhà thi đấu thể thao,noun,1,4
WORDS,873,楽しみ,たのしみ,8,enjoyment,điều mong đợi,noun,1,3
WORDS,874,楽しみます,たのしみます,5,to enjoy,tận hưởng,verb5,1,5
WORDS,875,誰か,だれか,5,someone,ai đó,pronoun,,1
WORDS,876,注意します,ちゅういします,4,to be careful,chú ý,verb_sa,,1
WORDS,877,中止します,ちゅうしします,6,to cancel,huỷ bỏ,verb_sa,1,5
WORDS,878,注文します,ちゅうもんします,4,to order,đặt hàng,verb_sa,1,6
WORDS,879,駐車場,ちゅうしゃじょう,5,parking lot,bãi đỗ xe,noun,1,
WORDS,880,地震,じしん,4,earthquake,động đất,noun,1,
WORDS,881,地図,ちず,5,map,bản đồ,noun,,1
WORDS,882,茶碗,ちゃわん,6,rice bowl,bát ăn cơm,noun,1,
WORDS,883,使い方,つかいかた,5,how to use,cách sử dụng,noun,1,4
WORDS,884,漬け物,つけもの,7,pickles,dưa muối,noun,1,
WORDS,885,付き合います,つきあいます,7,to associate with,hẹn hò,verb5,1,5
WORDS,886,伝えます,つたえます,5,to convey,truyền đạt,verb1down,1,4
WORDS,888,続けます,つづけます,4,to continue (trans.),tiếp tục (tha),verb1down,1,4
WORDS,889,包みます,つつみます,6,to wrap,gói lại,verb5,1,4
WORDS,890,電灯,でんとう,6,electric light,đèn điện,noun,1,
WORDS,891,転びます,ころびます,5,to fall over,ngã,verb5,1,4
