ID,sentence,level,hurigana,english,vietnamese,chinese,korean,indonesian,hindi,grammar,,1,2,3,4,5,6,7,8,9,10,word1_name,word1_id,word2_name,word2_id,word3_name,word3_id,word4_name,word4_id,word5_name,word5_id,word6_name,word6_id,word7_name,word7_id,word8_name,word8_id,word9_name,word9_id,word10_name,word10_id,word11_name,word11_id,word12_name,word12_id,word13_name,word13_id,word14_name,word14_id,EntityType,length,check
61,学生は食べる前に手をあらいます。,5,学生は食べる前に手を洗います。,Students wash their hands before eating.,Học sinh rửa tay trước khi ăn.,学生吃饭前洗手。,학생들은 먹기 전에 손을 씻습니다.,Siswa mencuci tangan sebelum makan.,छात्र खाने से पहले हाथ धोते हैं।,22,Vる前に,,,,,,,,,,,学生,,は,,食べる,309,前,524,に,,手,,を,,あらいます,TRUE,,,,,,,,,,,,,Sentence,16,TRUE
62,さとうさんはかぜをひいたので休みます。,5,佐藤さんは、風邪をひいたので休みます。,Mr. Sato will rest because he caught a cold.,Vì anh Sato bị cảm nên nghỉ học.,佐藤先生感冒了，所以休息。,사토 씨는 감기에 걸렸기 때문에 쉽니다.,Sato libur karena flu.,सातो-सान को जुकाम है इसलिए छुट्टी पर हैं।,24,〜ので,,,,,,,,,,,さとうさん,,は,,かぜ,,を,,ひいた,,ので,,休み,617,ます,,,,,,,,,,,,,,Sentence,19,TRUE
63,あなたは早くねた方がいいです。,5,あなたは早く寝たほうがいいです。,You should go to bed early.,Bạn nên đi ngủ sớm.,你最好早点睡。,당신은 일찍 자는 것이 좋습니다.,Anda sebaiknya tidur lebih awal.,आपके लिए जल्दी सोना बेहतर है।,26,〜ほうがいいです,,,,,,,,,,,あなた,,は,,早く,364,ねた,308,方,5185,が,,いい,351,です,,,,,,,,,,,,,,Sentence,15,TRUE
64,アメリカより中国の方が近いです。,5,アメリカより中国のほうが近いです。,China is closer than America.,Trung Quốc gần hơn Mỹ.,中国比美国更近。,미국보다 중국이 더 가깝습니다.,Tiongkok lebih dekat daripada Amerika.,चीन अमेरिका से ज़्यादा करीब है।,54,助詞 より（対比）,,,,,,,,,,,アメリカ,,より,,中国,39,の,,方,5185,が,,近い,354,です,,,,,,,,,,,,,,Sentence,16,TRUE
65,彼はかんこく語を話すことができます。,5,彼は韓国語を話すことができます。,He can speak Korean.,Anh ấy có thể nói tiếng Hàn.,他会说韩语。,그는 한국어를 말할 수 있습니다.,Dia bisa berbicara bahasa Korea.,वह कोरियाई भाषा बोल सकता है।,75,能力（〜ことができる）,,,,,,,,,,,彼,5080,は,,かんこく語,,を,,話す,294,こと,,が,,できます,,,,,,,,,,,,,,Sentence,18,TRUE
66,子どものときドーナツを食べました。,5,子どものときドーナツを食べました。,I ate donuts when I was a child.,Khi còn nhỏ tôi đã ăn bánh donut.,小时候吃过甜甜圈。,어렸을 때 도넛을 먹었습니다.,Saya makan donat waktu kecil.,बचपन में मैंने डोनट खाया था।,87,〜とき（時点）,,,,,,,,,,,子ども,104,の,,とき,,ドーナツ,167,を,,食べ,309,まし,,た,,,,,,,,,,,,,,Sentence,17,TRUE
67,仕事のあとでカラオケに行きます。,5,仕事のあとでカラオケに行きます。,I will go to karaoke after work.,Sau khi làm việc tôi đi hát karaoke.,工作结束后去唱卡拉OK。,일 후에 노래방에 갑니다.,Saya pergi ke karaoke setelah kerja.,काम के बाद कराओके जाऊँगा।,89,〜あとで（時系列）,,,,,,,,,,,仕事,1447,の,,あと,,で,,カラオケ,,に,,行き,271,ます,,,,,,,,,,,,,,Sentence,16,TRUE
68,どうして学校を休みましたか。,5,どうして学校を休みましたか。,Why did you miss school?,Tại sao bạn nghỉ học?,为什么休息了学校？,왜 학교를 쉬었습니까?,Mengapa Anda libur sekolah?,आपने स्कूल से छुट्टी क्यों ली?,159,どうして／なぜ,,,,,,,,,,,どうして,,学校,65,を,,休み,617,ました,,か,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
69,お姉さんは三時から勉強します。,2,お姉さんは三時から勉強します。,My older sister studies from three o’clock.,Chị tôi học từ ba giờ.,姐姐从三点开始学习。,누나는 3시부터 공부합니다.,Kakak perempuan belajar mulai jam tiga.,बड़ी बहन तीन बजे से पढ़ाई करेगी।,53,助詞 から〜まで（範囲）,にじ,ごじ,いちじ,に,で,にほんご,いいます,たべます,から,まで,お姉さん,91,は,,三,11,時,,から,,勉強,325,します,TRUE,,,,,,,,,,,,,,,Sentence,15,TRUE
70,この店は朝からカレーライスを作っておく。,6,この店は、朝からカレーライスを作っておく。,This shop prepares curry rice from morning.,Cửa hàng này chuẩn bị cơm cà ri từ sáng.,这家店从早上就做好咖喱饭。,이 가게는 아침부터 카레라이스를 만들어 둡니다.,Toko ini membuat kari nasi dari pagi.,यह दुकान सुबह से ही करी चावल बनाकर रखती है।,27,Vておく,,,,,,,,,,,この店,576,は,,朝,503,から,,カレーライス,,を,,作って,299,おく,,,,,,,,,,,,,,Sentence,20,TRUE
71,電話の電池が切れてしまいました。,6,電話の電池が切れてしまいました。,The phone’s battery has died.,Điện thoại hết pin rồi.,手机电池用完了。,전화 배터리가 다 떨어져 버렸습니다.,Baterai telepon sudah habis.,फ़ोन की बैटरी खत्म हो गई है।,28,Vてしまいました,,,,,,,,,,,電話,544,の,,電池,1208,が,,切れて,280,しまい,,ました,,,,,,,,,,,,,,,,Sentence,16,TRUE
72,田中さんは音楽を聞きながら散歩します。,6,田中さんは音楽を聞きながら散歩します。,Mr. Tanaka takes a walk while listening to music.,Anh Tanaka vừa đi dạo vừa nghe nhạc.,田中先生一边听音乐一边散步。,다나카 씨는 음악을 들으면서 산책합니다.,Tanaka berjalan-jalan sambil mendengarkan musik.,तनाका संगीत सुनते हुए टहलते हैं।,31,〜ながら（同時進行）,,,,,,,,,,,田中さん,,は,,音楽,,を,,聞き,244,ながら,,散歩,621,します,TRUE,,,,,,,,,,,,,Sentence,19,TRUE
73,早く家に帰れ。,6,早く家に帰れ。,Go home quickly.,Về nhà sớm đi.,快点回家。,빨리 집에 돌아가라.,Cepat pulang ke rumah!,जल्दी घर जाओ!,40,命令形（〜しろ）,,,,,,,,,,,早,364,く,,家,,に,,帰,272,れ,,,,,,,,,,,,,,,,,,Sentence,7,TRUE
74,教室に入るな。,6,教室に入るな。,Don’t enter the classroom.,Đừng vào lớp học.,不准进入教室。,교실에 들어가지 마라.,Jangan masuk ke kelas.,क्लास में मत घुसना।,41,禁止形（〜な）,,,,,,,,,,,教室,,に,,入,651,る,,な,,,,,,,,,,,,,,,,,,,,Sentence,7,TRUE
75,雪がふったら外で遊ぼう。,6,雪がふったら外で遊ぼう。,Let’s play outside if it snows.,Nếu tuyết rơi thì ra ngoài chơi.,下雪的话就在外面玩吧。,눈이 오면 밖에서 놀자.,"Jika turun salju, ayo bermain di luar.",अगर बर्फ गिरी तो बाहर खेलेंगे।,67,条件（〜たら）,,,,,,,,,,,雪,,が,,ふった,638,ら,,外,,で,,遊ぼ,302,う,,,,,,,,,,,,,,Sentence,12,TRUE
76,雨でも買い物に出かけます。,6,雨でも買い物に出かけます。,I’ll go shopping even if it rains.,Dù mưa tôi vẫn đi mua sắm.,即使下雨也出门购物。,비가 와도 쇼핑하러 나갑니다.,"Meskipun hujan, saya pergi berbelanja.",बारिश होने पर भी खरीदारी के लिए जाते हैं।,68,条件（〜ても）,,,,,,,,,,,雨,,でも,,買い物,1208,に,,出かけ,,ます,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
77,君なら簡単にできるよ。,6,君なら簡単にできるよ。,You can do it easily.,Nếu là bạn thì có thể làm dễ dàng.,如果是你，就能轻松做到。,너라면 쉽게 할 수 있어.,"Kalau kamu, pasti bisa melakukannya dengan mudah.",अगर तुम हो तो आसानी से कर सकते हो।,70,条件（〜なら）,,,,,,,,,,,君,,なら,,簡単,387,に,,できる,,よ,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
78,今夜は早く寝よう。,6,今夜は早く寝よう。,Let’s go to bed early tonight.,Tối nay ngủ sớm nhé.,今晚早点睡吧。,오늘 밤은 일찍 자자.,Mari tidur lebih awal malam ini.,आज रात जल्दी सोते हैं।,72,意向形（〜よう）,,,,,,,,,,,今夜,,は,,早く,364,寝,308,よ,,う,,,,,,,,,,,,,,,,,,Sentence,9,TRUE
79,八時に出発しようと思う。,6,八時に出発しようと思う。,I’m thinking of leaving at eight.,Tôi định xuất phát lúc tám giờ.,我打算八点出发。,8시에 출발하려고 생각합니다.,Saya berencana berangkat jam delapan.,मैं आठ बजे निकलने की सोच रहा हूँ।,73,意向形（〜ようと思う）,,,,,,,,,,,八,,時,,に,,出発,839,しよう,,と,,思う,,,,,,,,,,,,,,,,Sentence,12,TRUE
80,おばさんはピザが作れます。,6,おばさんはピザが作れます。,My aunt can make pizza.,Cô tôi có thể làm pizza.,阿姨会做披萨。,아주머니는 피자를 만들 수 있습니다.,Bibi bisa membuat pizza.,चाची पिज्जा बना सकती हैं।,74,能力（動詞の可能形）,,,,,,,,,,,おばさん,,は,,ピザ,,が,,作れ,299,ます,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
81,僕はギターを弾くつもりだ。,6,僕はギターを弾くつもりだ。,I plan to play the guitar.,Tôi định chơi đàn guitar.,我打算弹吉他。,나는 기타를 칠 생각이다.,Saya berniat bermain gitar.,मैं गिटार बजाने वाला हूँ।,83,〜つもりだ（意志）,,,,,,,,,,,僕,,は,,ギター,,を,,弾く,290,つもり,,だ,,,,,,,,,,,,,,,,Sentence,13,TRUE
82,たった百円しかない。,6,たった百円しかない。,I have only 100 yen.,Chỉ có một trăm yên thôi.,只有一百日元。,겨우 100엔밖에 없다.,Hanya ada seratus yen saja.,सिर्फ सौ येन ही हैं।,85,〜しか〜ない（限定）,,,,,,,,,,,たった,,百,,円,,しか,,ない,,,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
83,それは私のかばんじゃありません。,7,それは私の鞄じゃありません。,That is not my bag.,Đó không phải là cặp của tôi.,那不是我的包。,그것은 제 가방이 아닙니다.,Itu bukan tas saya.,वह मेरा बैग नहीं है।,2,〜じゃありません,,,,,,,,,,,それ,,は,,私,,の,,かばん,550,じゃ,,あり,,ません,,,,,,,,,,,,,,Sentence,16,TRUE
84,都会は静かじゃない。,7,都会は静かじゃない。,The city is not quiet.,Thành phố không yên tĩnh.,都市不安静。,도시는 조용하지 않다.,Kota tidak sepi.,महानगर शांत नहीं है।,77,じゃない（な形容詞の否定）,,,,,,,,,,,都会,,は,,静か,392,じゃ,,ない,,,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
85,父のリュックは重すぎます。,7,父のリュックは重すぎます。,My father’s backpack is too heavy.,Ba lô của cha quá nặng.,爸爸的背包太重了。,아버지의 배낭은 너무 무겁습니다.,Ransel ayah terlalu berat.,पिताजी का बैग बहुत भारी है।,25,〜すぎます,,,,,,,,,,,父,,の,,リュック,,は,,重,739,すぎ,,ます,,,,,,,,,,,,,,,,Sentence,13,TRUE
86,母は夫にりんごを洗わせます。,7,母は夫にりんごを洗わせます。,My mother makes her husband wash the apples.,Mẹ bắt cha rửa táo.,妈妈让丈夫洗苹果。,어머니는 남편에게 사과를 씻게 합니다.,Ibu menyuruh suaminya mencuci apel.,माँ पति से सेब धुलवाती है।,36,〜させます（使役）,,,,,,,,,,,母,,は,,夫,,に,,りんご,,を,,洗わせ,622,ます,,,,,,,,,,,,,,Sentence,14,TRUE
87,先生にほめられました。,7,先生に褒められました。,I was praised by the teacher.,Tôi được giáo viên khen.,被老师表扬了。,선생님께 칭찬받았습니다.,Saya dipuji oleh guru.,मुझे शिक्षक से प्रशंसा मिली।,37,〜られます（受身）,,,,,,,,,,,先生,,に,,ほめ,1572,られ,,ました,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
88,だれが来るかわかりません。,7,誰が来るかわかりません。,I don’t know who will come.,Tôi không biết ai sẽ đến.,不知道谁会来。,누가 올지 모르겠습니다.,Saya tidak tahu siapa yang akan datang.,पता नहीं कौन आएगा।,43,疑問詞＋〜か,,,,,,,,,,,だれ,400,が,,来る,327,か,,わかり,741,ません,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
89,その店が安いかどうか聞きました。,7,その店が安いかどうか聞きました。,I asked whether that store is cheap.,Tôi đã hỏi xem cửa hàng đó có rẻ không.,问了那家店是否便宜。,그 가게가 싼지 어떤지 물었습니다.,Saya tanya apakah toko itu murah.,मैंने पूछा कि वह दुकान सस्ती है या नहीं।,44,Nかどうか,,,,,,,,,,,その,,店,,が,,安い,,か,,どうか,,聞き,276,ました,,,,,,,,,,,,,,Sentence,16,TRUE
90,今日の天気は良さそうです。,7,きょうの天気は良さそうです。,The weather looks nice today.,Thời tiết hôm nay có vẻ tốt.,今天天气看起来不错。,오늘 날씨는 좋을 것 같습니다.,Cuaca hari ini terlihat bagus.,आज मौसम अच्छा लगता है।,84,〜そうです（様態）,,,,,,,,,,,今日,,の,,天気,,は,,良さ,351,そう,,です,,,,,,,,,,,,,,,,Sentence,13,TRUE
91,新しい服を着てみます。,7,新しい服を着てみます。,I’ll try wearing new clothes.,Tôi sẽ thử mặc quần áo mới.,试穿新衣服。,새 옷을 입어 봅니다.,Saya akan mencoba baju baru.,नए कपड़े पहनकर देखता हूँ।,90,〜てみる（試行）,,,,,,,,,,,新しい,,服,,を,,着て,629,みます,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
92,彼女の文字は読みにくいです。,7,彼女の文字は読みにくいです。,Her handwriting is hard to read.,Chữ viết của cô ấy khó đọc.,她的字很难读。,그녀의 글씨는 읽기 어렵습니다.,Tulisan dia susah dibaca.,उसकी लिखावट पढ़ने में मुश्किल है।,99,〜にくい（難易度）,,,,,,,,,,,彼女,,の,,文字,,は,,読み,274,にくい,,です,,,,,,,,,,,,,,,,Sentence,14,TRUE
93,鈴木さんの説明はわかりやすいです。,7,鈴木さんの説明はわかりやすいです。,Elementary school questions are easy to understand.,Bài tập tiểu học dễ hiểu.,铃木先生的说明很容易懂。,스즈키 씨의 설명은 이해하기 쉽습니다.,Penjelasan Suzuki mudah dimengerti.,सुजुकी की व्याख्या समझने में आसान है।,100,〜やすい（難易度）,,,,,,,,,,,鈴木さん,,の,,説明,858,は,,わかり,741,やすい,,です,,,,,,,,,,,,,,,,Sentence,17,TRUE
94,忘れ物をしないようにしてください。,8,忘れ物をしないようにしてください。,Please make sure you don’t leave anything behind.,Xin hãy cố gắng đừng để quên đồ.,请注意不要忘记东西。,잊어버리는 물건이 없도록 해 주십시오.,Tolong usahakan jangan lupa barang.,कृपया चीज़ें न भूलने का प्रयास करें।,32,〜ようにしてください,,,,,,,,,,,忘れ物,,を,,しない,329,よう,,に,,して,,ください,,,,,,,,,,,,,,,,Sentence,17,TRUE
95,毎日ニュースを読むようにしています。,8,毎日ニュースを読むようにしています。,I make it a habit to read the news every day.,Tôi có thói quen đọc tin tức mỗi ngày.,努力每天都读新闻。,매일 뉴스를 읽으려고 노력합니다.,Saya berusaha membaca berita setiap hari.,मैं रोज़ खबरें पढ़ने की कोशिश करता हूँ।,33,〜ようにしています,,,,,,,,,,,毎日,,ニュース,,を,,読む,274,よう,,に,,して,,います,,,,,,,,,,,,,,Sentence,18,TRUE
96,明日から早く寝るようにします。,8,明日から早く寝るようにします。,I’ll try to go to bed early starting tomorrow.,"Từ ngày mai, tôi sẽ cố gắng đi ngủ sớm.",从明天开始努力早睡。,내일부터 일찍 자도록 하겠습니다.,Saya akan berusaha tidur lebih awal mulai besok.,कल से जल्दी सोने की कोशिश करूँगा।,34,〜ようにします,,,,,,,,,,,明日,,から,,早く,364,寝る,308,よう,,に,,します,TRUE,,,,,,,,,,,,,,,Sentence,15,TRUE
97,この人が好きなのはやさしいからです。,8,この人が好きなのは優しいからです。,The reason I like this people is because they are kind.,Tôi thích người này vì họ tốt bụng.,喜欢这个人是因为他很温柔。,이 사람을 좋아하는 것은 착하기 때문입니다.,Saya suka orang ini karena dia baik hati.,इस व्यक्ति को पसंद करने की वजह उसका नरम होना है।,35,〜のは〜です,,,,,,,,,,,この,,人,,が,,好き,395,なの,,は,,やさしい,408,から,,です,,,,,,,,,,,,Sentence,18,TRUE
98,時間があれば温泉に行きます。,8,時間があれば温泉に行きます。,"If I have time, I’ll go to a hot spring.","Nếu có thời gian, tôi sẽ đi suối nước nóng.",如果有时间的话就去温泉。,시간이 있으면 온천에 갈 것입니다.,"Kalau ada waktu, saya akan pergi ke onsen.",अगर समय मिला तो गर्म झरने जाऊँगा।,69,条件（〜ば）,,,,,,,,,,,時間,,が,,あれば,,温泉,,に,,行きます,TRUE,,,,,,,,,,,,,,,,,Sentence,14,TRUE
99,貯金を始めることにしました。,8,貯金を始めることにしました。,I’ve decided to start saving money.,Tôi đã quyết định bắt đầu tiết kiệm tiền.,决定开始存钱了。,저금을 시작하기로 했습니다.,Saya memutuskan untuk mulai menabung.,मैंने बचत शुरू करने का फैसला किया है।,86,〜ことにする（決定）,,,,,,,,,,,貯金,,を,,始める,314,こと,538,に,,しました,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
100,先生は学生に静かにするように言いました。,8,先生は学生に、静かにするように言いました。,The teacher told the students to be quiet.,Thầy (cô) giáo bảo học sinh giữ im lặng.,老师让学生保持安静。,선생님은 학생들에게 조용히 하라고 말했습니다.,Guru menyuruh siswa untuk diam.,शिक्षक ने छात्रों को शांत रहने के लिए कहा।,91,〜ように言う（間接命令）,,,,,,,,,,,先生は,29,学生,,に,,静かに,392,する,,ように,,言い,293,ました,,,,,,,,,,,,,,Sentence,20,TRUE
101,この店では先に支払うことになっています。,8,この店では、先に支払うことになっています。,"At this shop, you’re supposed to pay first.","Ở cửa hàng này, bạn phải trả tiền trước.",这家店规定要先付款。,이 가게에서는 먼저 지불하게 되어 있습니다.,"Di toko ini, harus bayar di muka.",इस दुकान पर पहले भुगतान करने का नियम है।,92,〜ことになっている（規則）,,,,,,,,,,,この,,店,,では,,先に,,支払う,1090,こと,,に,,なって,,います,,,,,,,,,,,,Sentence,20,TRUE
102,あの雲は熊みたいです。,8,あの雲は熊みたいです。,That cloud looks like a bear.,Đám mây kia trông giống con gấu.,那片云像熊一样。,저 구름은 곰 같습니다.,Awan itu seperti beruang.,वह बादल भालू जैसा है।,97,〜みたいだ（比喩）,,,,,,,,,,,あの,,雲,,は,,熊,,みたい,,です,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
88,松下さんは失敗したのにあきらめません。,9,松下さんは、失敗したのにあきらめません。,Even though Mr. Matsushita failed,he does not give up.,松下先生虽然失败了，但没有放弃。,마쓰시타 씨는 실패했는데도 포기하지 않습니다.,"Meskipun Matsushita gagal, dia tidak menyerah.",मात्सुशिता नाकाम होने पर भी हार नहीं मानते।,88,〜のに（逆接）,,,,,,,,,,,松下さん,,は,,失敗,1341,した,,のに,,あきらめ,,ません,,,,,,,,,,,,,,,,Sentence,19,TRUE
95,赤ちゃんは泣いてばかりいます。,9,赤ちゃんは泣いてばかりいます。,The baby keeps crying.,Em bé cứ khóc hoài.,婴儿一直在哭。,아기는 울기만 합니다.,Bayi itu hanya menangis saja.,बच्चा बस रोता रहता है।,95,〜ばかり（直後／程度）,,,,,,,,,,,赤ちゃん,,は,,泣い,291,て,,ばかり,,います,,,,,,,,,,,,,,,,,,Sentence,15,TRUE
96,湖の色は空のようです。,9,湖の色は空のようです。,The color of the lake is like the sky.,Màu của hồ giống như bầu trời.,湖水的颜色像天空一样。,호수의 색깔은 하늘 같습니다.,Warna danau seperti langit.,झील का रंग आकाश जैसा है।,96,〜ようだ（比喩）,,,,,,,,,,,湖,,の,,色,,は,,空,,の,,よう,,です,,,,,,,,,,,,,,Sentence,11,TRUE
98,あの店は魚屋らしいです。,9,あの店は魚屋らしいです。,That shop seems to be a fish store.,Cửa hàng đó có vẻ là cửa hàng cá.,那家店好像是鱼店。,저 가게는 생선 가게인 것 같습니다.,Toko itu sepertinya toko ikan.,वह दुकान मछली की दुकान लगती है।,98,〜らしい（推定）,,,,,,,,,,,あの,,店,,は,,魚屋,,らしい,,です,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
102,さっき卒業式が終わったばかりです。,9,さっき、卒業式が終わったばかりです。,The graduation ceremony has just ended.,Buổi lễ tốt nghiệp vừa mới kết thúc.,毕业典礼刚才才结束。,방금 졸업식이 끝났을 뿐입니다.,Upacara wisuda baru saja selesai.,ग्रेजुएशन समारोह अभी-अभी खत्म हुआ है।,102,〜たばかり（直後）,,,,,,,,,,,さっき,,卒業式,,が,,終わった,281,ばかり,,です,,,,,,,,,,,,,,,,,,Sentence,17,TRUE
103,いま郵送するところです。,9,いま郵送するところです。,I am about to send it now.,Bây giờ tôi chuẩn bị gửi.,正在邮寄。,지금 우편으로 부치려는 참입니다.,Saya baru mau mengirimkannya.,मैं अभी डाक से भेज रहा हूँ।,103,〜ところ（直前）,,,,,,,,,,,いま,507,郵送,,する,329,ところ,534,です,,,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
160,本田さんはお弁当を作っているところです。,9,本田さんはお弁当を作っているところです。,Mr. Honda is in the middle of making a bento.,Honda-san đang chuẩn bị hộp cơm trưa.,本田先生正在做便当。,혼다 씨는 도시락을 만들고 있는 중입니다.,Honda sedang membuat bekal makan siang.,होंडा अभी लंच बॉक्स बना रहे हैं।,160,〜ところ（途中）,,,,,,,,,,,本田さん,,は,,お弁当,168,を,,作って,299,いる,,ところ,534,です,,,,,,,,,,,,,,Sentence,20,TRUE
161,届いた荷物を開けたところです。,9,届いた荷物を開けたところです。,I have just opened the delivered package.,Tôi vừa mở gói hàng được gửi đến.,刚打开收到的包裹。,도착한 짐을 막 열었습니다.,Saya baru saja membuka paket yang tiba.,मैंने अभी-अभी आए हुए पार्सल को खोला है।,161,〜ところ（直後）,,,,,,,,,,,届い,912,た,,荷物,,を,,開け,321,た,,ところ,534,です,,,,,,,,,,,,,,Sentence,15,TRUE
162,心配することはないよ。,10,心配することはないよ。,Don't worry.,Đừng lo lắng.,不用担心。,걱정할 필요는 없어.,Tidak perlu khawatir.,चिंता करने की ज़रूरत नहीं है।,93,〜ことはない（不要）,,,,,,,,,,,心配,,する,,こと,538,は,,ない,,よ,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
163,顔を洗っている最中に電話が鳴りました。,10,顔を洗っている最中に、電話が鳴りました。,The phone rang while I was washing my face.,Điện thoại reo khi tôi đang rửa mặt.,正在洗脸的时候电话响了。,세수를 하고 있는 중에 전화가 울렸습니다.,Telepon berdering saat saya sedang mencuci muka.,मुँह धोते समय फ़ोन बजा।,94,〜最中に（動作中）,,,,,,,,,,,顔,,を,,洗って,622,いる,,最中,,に,,電話,,が,,鳴り,,ました,,,,,,,,,,Sentence,19,TRUE
164,今日は雨が降りそうにないね。,10,今日は雨が降りそうにないね。,It doesn’t look like it will rain today.,Hôm nay có vẻ như sẽ không mưa.,今天看起来不会下雨。,오늘은 비가 올 것 같지 않네요.,Hari ini sepertinya tidak akan hujan.,आज बारिश होने की संभावना नहीं है।,104,〜そうにない（可能性低）,,,,,,,,,,,今日,,は,,雨,,が,,降り,638,そう,,に,,ない,,ね,,,,,,,,,,,,Sentence,14,TRUE
165,この料理は中華料理に違いない。,10,この料理は中華料理に違いない。,This dish must be Chinese food.,Món ăn này chắc chắn là món Trung Hoa.,这道菜一定是中餐。,이 요리는 중국 요리임에 틀림없다.,Makanan ini pasti masakan Tiongkok.,यह व्यंजन ज़रूर चीनी खाना होगा।,105,〜に違いない（確信）,,,,,,,,,,,この,,料理,,は,,中華料理,,に,,違い,1269,ない,,,,,,,,,,,,,,,,Sentence,15,TRUE
166,中学生にしては文章力がすごいですね。,10,中学生にしては文章力がすごいですね。,"For a junior high school student, your writing skills are impressive.",So với học sinh trung học cơ sở thì khả năng viết của bạn thật tuyệt vời.,作为中学生来说，文笔真好。,중학생치고는 문장력이 대단하네요.,"Untuk ukuran siswa SMP, kemampuan menulisnya hebat.",मिडिल स्कूल के छात्र के हिसाब से लिखने की क्षमता कमाल है।,106,〜にしては（予想外）,,,,,,,,,,,中学生,,に,,して,,は,,文章力,,が,,すごい,3318,です,,ね,,,,,,,,,,,,Sentence,18,TRUE
167,残業するにしても無理をしてはいけません。,10,残業するにしても、無理をしてはいけません。,"Even if you work overtime, you shouldn’t push yourself too hard.",Dù làm thêm giờ thì cũng không nên gắng sức quá.,即使要加班，也不能太勉强。,야근을 하더라도 무리해서는 안 됩니다.,"Meskipun lembur, jangan memaksakan diri.","अगर ओवरटाइम भी करना पड़े, तो खुद पर ज़ोर मत डालो।",107,〜にしても（譲歩）,,,,,,,,,,,残業,,する,329,に,,して,,も,,無理,1263,を,,して,,は,,いけません,,,,,,,,,,Sentence,20,TRUE
168,天気にかかわらず運動会をします。,11,天気にかかわらず、運動会をします。,We will hold the sports day regardless of the weather.,Dù thời tiết thế nào chúng tôi vẫn tổ chức ngày hội thể thao.,不管天气如何，都会举行运动会。,날씨에 관계없이 운동회를 합니다.,"Apapun cuacanya, festival olahraga akan diadakan.",मौसम की परवाह किए बिना खेल प्रतियोगिता होगी।,108,〜にかかわらず（無関係）,,,,,,,,,,,天気,,に,,かかわらず,,運動会,,を,,します,,,,,,,,,,,,,,,,,,Sentence,16,TRUE
169,今日に限って店が休みです。,11,今日に限って店が休みです。,The store is closed only today.,Chỉ hôm nay cửa hàng đóng cửa.,偏偏今天店休息。,오늘에 한하여 가게가 쉽니다.,Hanya hari ini saja tokonya tutup.,आज ही के दिन दुकान बंद है।,109,〜に限って（特別）,,,,,,,,,,,今日,,に,,限って,,店,,が,,休み,,です,,,,,,,,,,,,,,,,Sentence,13,TRUE
170,先生は学生に対してやさしいです。,11,先生は学生に対してやさしいです。,The teacher is kind to the students.,Giáo viên rất tốt với học sinh.,老师对学生很温柔。,선생님은 학생들에게 친절합니다.,Guru bersikap baik terhadap siswa.,शिक्षक छात्रों के प्रति दयालु हैं।,110,〜に対して（対象）,,,,,,,,,,,先生,,は,,学生,,に,,対して,,やさしい,408,です,,,,,,,,,,,,,,,,Sentence,16,TRUE
171,私にとって家族はとても大切です。,11,私にとって、家族はとても大切です。,My family is very important to me.,Gia đình rất quan trọng đối với tôi.,对我来说，家人非常重要。,저에게 가족은 매우 소중합니다.,"Bagi saya, keluarga sangat penting.",मेरे लिए परिवार बहुत ज़रूरी है।,111,〜にとって（立場）,,,,,,,,,,,私,,に,,とって,,家族,,は,,とても,,大切,711,です,,,,,,,,,,,,,,Sentence,16,TRUE
172,データに基づいて発表します。,11,データに基づいて発表します。,I will present based on the data.,Tôi sẽ thuyết trình dựa trên dữ liệu.,根据数据进行发表。,데이터를 기반으로 발표합니다.,Saya akan presentasi berdasarkan data.,मैं डेटा के आधार पर प्रस्तुति दूँगा।,112,〜に基づいて（根拠）,,,,,,,,,,,データ,,に,,基づい,,て,,発表,949,します,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
173,人数に応じて料理を作ります。,11,人数に応じて料理を作ります。,We will cook according to the number of people.,Chúng tôi sẽ nấu ăn tùy theo số người.,根据人数做饭。,인원수에 따라 요리를 만듭니다.,Kami memasak sesuai dengan jumlah orang.,हम संख्या के अनुसार खाना बनाएँगे।,113,〜に応じて（対応）,,,,,,,,,,,人数,,に,,応じて,,料理,,を,,作ります,TRUE,,,,,,,,,,,,,,,,,Sentence,14,TRUE
