PK,SK,name,hiragana,level,english,vietnamese,lexical_category,accent_up,accent_down
WORD,1097,修正します,しゅうせいします,7,to correct,chỉnh sửa,verb_sa,1,6
WORD,1098,整理します,せいりします,4,to arrange,sắp xếp,verb_sa,,1
WORD,1099,割引,わりびき,4,discount,giảm giá,noun,1,
WORD,1100,半額,はんがく,6,half price,nửa giá,noun,1,
WORD,1101,見積もります,みつもります,7,to estimate,bảng báo giá,verb5,1,5
WORD,1102,試食,ししょく,9,food sampling,nếm thử món ăn,noun,1,
WORD,1103,展示します,てんじします,7,to display,trưng bày,verb_sa,1,5
WORD,1104,展示会,てんじかい,13,exhibition,hội chợ triển lãm,noun,1,
WORD,1105,記念日,きねんび,6,anniversary,ngày kỷ niệm,noun,1,2
WORD,1106,結婚式場,けっこんしきじょう,10,wedding hall,nơi tổ chức đám cưới,noun,1,
WORD,1107,成人式,せいじんしき,7,Coming-of-Age ceremony,lễ trưởng thành,noun,1,3
WORD,1108,葬式,そうしき,7,funeral,đám tang,noun,1,
WORD,1109,遺族,いぞく,11,bereaved family,gia quyến (người thân người mất),noun,,1
WORD,1110,親友,しんゆう,6,best friend,bạn thân,noun,1,
WORD,1111,仲間,なかま,5,companion,bạn bè,noun,1,
WORD,1112,友人,ゆうじん,4,friend,bạn bè,noun,1,
WORD,1113,信頼,しんらい,10,trust,tin cậy,noun,1,
WORD,1114,愛情,あいじょう,9,affection,tình yêu thương,noun,1,
WORD,1115,尊敬します,そんけいします,7,to respect,sự tôn trọng,verb_sa,1,6
WORD,1116,感謝します,かんしゃします,4,to be grateful,lòng biết ơn,verb_sa,,1
WORD,1117,安心します,あんしんします,4,to feel relieved,yên tâm,verb_sa,1,6
WORD,1118,不安な,ふあんな,5,anxiety,bất an,na_adjective,1,
WORD,1119,緊張します,きんちょうします,6,to be nervous,căng thẳng,verb_sa,1,6
WORD,1120,驚きます,おどろきます,4,to be surprised,ngạc nhiên,verb5,1,5
WORD,1121,笑顔,えがお,4,smile,gương mặt cười,noun,,1
WORD,1122,涙,なみだ,5,tear,nước mắt,noun,,1
WORD,1123,涼しさ,すずしさ,7,coolness,sự mát mẻ,noun,1,3
WORD,1124,暖かさ,あたたかさ,6,warmth,sự ấm áp,noun,1,4
WORD,1125,明るさ,あかるさ,5,brightness,độ sáng,noun,1,
WORD,1126,暗さ,くらさ,7,darkness,độ tối,noun,1,
WORD,1127,昼食,ちゅうしょく,5,lunch (formal),bữa trưa,noun,1,
WORD,1128,夕食,ゆうしょく,4,dinner (formal),bữa tối,noun,1,
WORD,1129,朝食,ちょうしょく,4,breakfast (formal),bữa sáng,noun,1,
WORD,1130,主食,しゅしょく,6,staple food,món chính,noun,1,
WORD,1131,解凍します,かいとうします,7,to thaw,rã đông,verb_sa,1,6
WORD,1132,賞味期限,しょうみきげん,7,best-before date,hạn dùng ngon nhất,noun,1,4
WORD,1133,自炊,じすい,10,cooking for oneself,tự nấu ăn,noun,1,
WORD,1134,冷凍します,れいとうします,7,to freeze,thực phẩm đông lạnh,verb_sa,1,6
WORD,1135,食器,しょっき,4,tableware,bát đĩa,noun,1,
WORD,1136,食欲,しょくよく,6,appetite,cảm giác thèm ăn,noun,1,2
WORD,1137,就寝,しゅうしん,7,going to bed,đi ngủ,noun,1,
WORD,1138,起床,きしょう,7,getting up,thức dậy,noun,1,
WORD,1139,着席,ちゃくせき,7,taking a seat,ngồi xuống,noun,1,
WORD,1140,退席,たいせき,6,leaving one’s seat,rời chỗ,noun,1,
WORD,1141,集合,しゅうごう,4,gathering,tập trung,noun,1,
WORD,1142,解散,かいさん,7,disbanding,giải tán,noun,1,
WORD,1143,会費,かいひ,6,membership fee,phí tham gia,noun,,1
WORD,1144,参加者,さんかしゃ,4,participant,người tham gia,noun,1,3
WORD,1145,主催,しゅさい,10,organizer,tổ chức (đứng ra tổ chức),noun,1,
WORD,1146,申込書,もうしこみしょ,9,application form,đơn đăng ký,noun,1,
WORD,1147,問い合わせ,といあわせ,4,inquiry,yêu cầu thông tin,noun,1,
WORD,1148,送信,そうしん,6,sending (message),gửi (email,noun,1,
WORD,1149,返信,へんしん,7,reply,trả lời,noun,1,
WORD,1150,添付,てんぷ,7,attachment,đính kèm,noun,1,
WORD,1151,通話,つうわ,5,phone call,cuộc gọi,noun,1,
WORD,1152,留守電,るすでん,9,voicemail,hộp thư thoại,noun,1,
WORD,1153,通知音,つうちおん,9,notification sound,âm báo,noun,1,3
WORD,1154,操作します,そうさします,4,to operate,thao tác,verb_sa,,1
WORD,1155,設定します,せっていします,8,to set,cài đặt,verb_sa,1,6
WORD,1156,機能,きのう,6,function,chức năng,noun,,1
WORD,1157,音量,おんりょう,6,volume,âm lượng,noun,1,
WORD,1158,省エネ,しょうエネ,9,energy saving,tiết kiệm năng lượng,noun,1,
WORD,1159,節電,せつでん,9,electricity saving,tiết kiệm điện,noun,1,
WORD,1160,保管します,ほかんします,7,to store,bảo quản,verb_sa,1,5
WORD,1161,引越し,ひっこし,4,moving (house),chuyển nhà,noun,1,5
WORD,1162,転勤します,てんきんします,11,to change jobs,chuyển công tác,verb_sa,1,6
WORD,1163,空き部屋,あきべや,7,vacant room,phòng trống,noun,1,
WORD,1164,入居者,にゅうきょしゃ,9,tenant,người thuê nhà,noun,1,3
WORD,1165,賃貸,ちんたい,6,lease,cho thuê,noun,,1
WORD,1166,契約します,けいやくします,7,to contract,hợp đồng,verb_sa,1,
WORD,1167,案内します,あんないします,4,to guide,hướng dẫn,verb_sa,1,3
WORD,1168,意見,いけん,4,opinion,ý kiến,noun,,1
WORD,1169,印象,いんしょう,8,impression,ấn tượng,noun,1,
WORD,1170,運賃,うんちん,6,fare,cước phí (vận chuyển),noun,,1
WORD,1171,会計,かいけい,4,accounting / bill,kế toán,noun,1,
WORD,1172,価格,かかく,6,price,giá cả,noun,1,
WORD,1173,課題,かだい,7,task / challenge,vấn đề,noun,1,
WORD,1174,活動,かつどう,6,activity,hoạt động,noun,1,
WORD,1175,関心,かんしん,6,interest,quan tâm,noun,1,
WORD,1176,記憶,きおく,6,memory,ký ức,noun,1,
WORD,1177,気分,きぶん,6,feeling / mood,tâm trạng,noun,,1
WORD,1178,行事,ぎょうじ,6,event,sự kiện,noun,1,
WORD,1179,近道,ちかみち,6,shortcut,đường tắt,noun,1,2
WORD,1180,区別,くべつ,6,distinction / differentiation,phân biệt,noun,,1
WORD,1181,景気,けいき,10,economic climate,tình hình kinh tế,noun,1,
WORD,1182,建物,たてもの,5,building,toà nhà,noun,1,3
WORD,1183,交通,こうつう,5,traffic / transportation,giao thông,noun,1,
WORD,1184,国民,こくみん,5,citizen / national,quốc dân,noun,1,
WORD,1185,祭り,まつり,5,festival,lễ hội,noun,1,
WORD,1186,最大,さいだい,5,maximum / largest,lớn nhất,noun,1,
WORD,1187,最小,さいしょう,6,minimum / smallest,nhỏ nhất,noun,1,
WORD,1188,時給,じきゅう,9,hourly wage,lương theo giờ,noun,1,
WORD,1189,式,しき,7,ceremony / style,buổi lễ,noun,,1
WORD,1190,自宅,じたく,6,one's home,nhà riêng,noun,1,
WORD,1191,社会人,しゃかいじん,9,working adult,người đi làm,noun,1,2
WORD,1192,手段,しゅだん,7,means / method,phương tiện (biện pháp),noun,,1
WORD,1193,集合時間,しゅうごうじかん,6,meeting time,thời gian tập trung,noun,1,5
WORD,1194,商品,しょうひん,6,product / merchandise,sản phẩm,noun,,1
WORD,1195,書店,しょてん,6,bookstore,hiệu sách,noun,1,
WORD,1196,神社,じんじゃ,5,shrine,đền thờ Thần đạo,noun,,1
WORD,1197,進学,しんがく,6,advancing to higher education,học lên (bậc cao hơn),noun,1,
WORD,1198,成績,せいせき,5,grade / result,thành tích,noun,1,
WORD,1199,専門家,せんもんか,10,specialist / expert,chuyên gia,noun,1,
WORD,1200,選択します,せんたくします,8,to select,lựa chọn,verb_sa,1,3
WORD,1201,相談します,そうだんします,5,to consult,tư vấn,verb_sa,1,6
WORD,1202,速度,そくど,5,speed,tốc độ,noun,,1
WORD,1203,対応します,たいおうします,7,to respond,ứng phó,verb_sa,1,6
WORD,1204,体験します,たいけんします,6,to experience,trải nghiệm,verb_sa,1,6
WORD,1205,台風,たいふう,6,typhoon,bão,noun,1,3
WORD,1206,着信,ちゃくしん,9,incoming call,cuộc gọi đến,noun,1,
WORD,1207,中級,ちゅうきゅう,8,intermediate level,trung cấp,noun,1,
WORD,1208,電池,でんち,6,battery,pin,noun,,1
WORD,1209,特集,とくしゅう,8,special feature / special edition,số đặc biệt (chuyên đề),noun,1,
WORD,1210,内容,ないよう,7,net content / capacity,dung lượng nội dung,noun,1,
WORD,1211,日用品,にちようひん,11,daily necessities,đồ dùng hàng ngày,noun,1,
WORD,1212,入場料,にゅうじょうりょう,7,admission fee,phí vào cửa,noun,1,3
WORD,1213,農家,のうか,9,farmer,nông dân,noun,,1
WORD,1214,反応,はんのう,7,reaction,phản ứng,noun,1,
WORD,1215,比較します,ひかくします,9,to compare,so sánh,verb_sa,1,5
WORD,1216,表紙,ひょうし,7,cover (of a book/magazine),bìa (sách),noun,1,
WORD,1217,不在,ふざい,7,absence,vắng mặt,noun,1,
WORD,1218,文章力,ぶんしょうりょく,10,writing ability,khả năng viết văn,noun,1,3
WORD,1219,変更します,へんこうします,9,to alter,thay đổi,verb_sa,1,6
WORD,1220,目的地,もくてきち,8,destination,điểm đến,noun,1,4
WORD,1221,文字,もじ,5,character / letter,ký tự,noun,,1
WORD,1222,役割,やくわり,9,role,vai trò,noun,1,3
WORD,1223,夕刊,ゆうかん,13,evening paper,báo chiều,noun,1,
WORD,1224,予定表,よていひょう,9,schedule / timetable,bảng kế hoạch,noun,1,
WORD,1225,予約席,よやくせき,11,reserved seat,ghế đặt trước,noun,1,3
WORD,1226,理解します,りかいします,7,to understand,hiểu,verb_sa,,1
WORD,1227,利用者,りようしゃ,6,user,người sử dụng,noun,1,2
WORD,1228,流行,りゅうこう,6,trend / fashion,thịnh hành,noun,1,
WORD,1229,練習問題,れんしゅうもんだい,8,practice problem,bài tập luyện tập,noun,1,5
WORD,1230,和室,わしつ,9,Japanese-style room,phòng kiểu Nhật,noun,1,
WORD,1231,アルバイト,アルバイト,6,part-time job,việc làm thêm,noun,1,3
WORD,1232,インタビュー,インタビュー,9,interview,phỏng vấn,noun,,1
WORD,1233,イベント,イベント,7,event,sự kiện,noun,1,
WORD,1234,カタログ,カタログ,10,catalog,danh mục sản phẩm,noun,1,
WORD,1235,キャンセル,キャンセル,7,cancellation,huỷ,noun,,1
WORD,1236,グループ,グループ,5,group,nhóm,noun,1,2
WORD,1237,コピー機,コピーき,5,copy machine,máy photocopy,noun,1,2
WORD,1238,お皿,おさら,4,plate,đĩa,noun,1,
WORD,1239,お箸,おはし,4,chopsticks,đũa,noun,1,2
WORD,1240,フォーク,フォーク,5,to use a fork,nĩa,noun,,1
WORD,1241,コップ,コップ,4,cup,cốc,noun,1,
WORD,1242,ナイフ,ナイフ,5,knife,dao,noun,,1
WORD,1243,お風呂,おふろ,5,bath,tắm,noun,1,2
WORD,1244,白い,しろい,4,white,trắng,i_adjective,1,2
WORD,1245,塩辛い,しおからい,10,salty,mặn,i_adjective,1,4
WORD,1246,酸っぱい,すっぱい,6,sour,chua,i_adjective,1,3
WORD,1247,不味い,まずい,5,bad (taste),dở,i_adjective,1,2
WORD,1248,始まります,はじまります,7,to begin,bắt đầu,verb5,1,5
WORD,1249,続きます,つづきます,7,to continue,tiếp tục,verb5,1,4
WORD,1250,勝ちます,かちます,5,to win,thắng,verb5,1,3
WORD,1251,通ります,とおります,5,to pass,đi qua,verb5,1,4
WORD,1252,頼みます,たのみます,7,to request,nhờ,verb5,1,4
WORD,1253,返します,かえします,6,to return,trả lại,verb5,1,4
WORD,1254,調べます,しらべます,6,to check,tra,verb1down,1,4
WORD,1255,予約します,よやくします,6,to reserve,đặt chỗ,verb_sa,1,5
WORD,1256,集まります,あつまります,4,to gather,tập trung,verb5,1,5
WORD,1257,別れます,わかれます,6,to part,chia tay,verb1down,1,4
WORD,1258,痩せます,やせます,6,to lose weight,ốm đi,verb1down,1,3
WORD,1259,拾います,ひろいます,6,to pick up,nhặt,verb5,1,4
WORD,1260,間に合います,まにあいます,6,to be on time,kịp,verb5,1,5
WORD,1261,遅れます,おくれます,5,to be late,muộn,verb1down,1,4
WORD,1262,要ります,いります,8,to need,cần,verb5,1,3
WORD,1263,無理な,むりな,7,impossible,không thể,na_adjective,,1
WORD,1264,恥ずかしい,はずかしい,7,embarrassed,ngượng,i_adjective,1,4
WORD,1265,真面目な,まじめな,6,serious,nghiêm túc,na_adjective,1,
WORD,1266,必要な,ひつような,5,necessary,cần thiết,na_adjective,1,
WORD,1267,自由な,じゆうな,6,free,tự do,na_adjective,1,2
WORD,1268,心配な,しんぱいな,6,worried,lo lắng,na_adjective,1,
WORD,1269,違います,ちがいます,5,to be different,khác,verb5,1,4
WORD,1270,増えます,ふえます,5,to increase (intransitive),tăng (tự động từ),verb1down,1,3
WORD,1271,減ります,へります,5,to decrease (intransitive),giảm (tự động từ),verb5,1,3
WORD,1272,売れます,うれます,7,to sell well,bán chạy,verb1down,1,3
WORD,1273,見つかります,みつかります,8,to be found,được tìm thấy,verb5,1,5
WORD,1274,集めます,あつめます,7,to collect,thu thập,verb1down,1,4
WORD,1275,増やします,ふやします,7,to increase (transitive),tăng (tha động từ),verb5,1,4
WORD,1276,減らします,へらします,7,to decrease (transitive),giảm (tha động từ),verb5,1,4
WORD,1277,決定します,けっていします,8,to decide,quyết định,verb_sa,1,6
WORD,1278,落ち着きます,おちつきます,8,to calm down,bình tĩnh,verb5,1,5
WORD,1279,思い出します,おもいだします,7,to recall,nhớ lại,verb5,1,6
WORD,1280,助けます,たすけます,7,to help,giúp đỡ,verb1down,1,4
WORD,1281,受けます,うけます,7,to receive,nhận,verb1down,1,3
WORD,1282,守ります,まもります,7,to protect,bảo vệ,verb5,1,4
WORD,1283,気を付けます,きをつけます,7,to be careful,cẩn thận,verb1down,1,5
WORD,1284,希望,きぼう,8,hope,hy vọng,noun,1,
WORD,1285,予定,よてい,7,schedule,kế hoạch,noun,1,
WORD,1286,資料,しりょう,7,materials,tài liệu,noun,,1
WORD,1287,頑張ります,がんばります,5,to make an effort,cố gắng,verb5,1,5
WORD,1288,斜め,ななめ,6,slanting,chéo,noun,1,1
WORD,1289,吊ります,つります,9,to hang,treo,verb5,1,3
WORD,1290,申します,もうします,7,to say (humble),nói (khiêm nhường),verb5,1,4
WORD,1291,参ります,まいります,10,to go/come (humble),đi/đến (khiêm nhường),verb5,1,4
WORD,1292,伺います,うかがいます,13,to ask (humble),hỏi (khiêm nhường),verb5,1,5
WORD,1293,調査します,ちょうさします,9,to investigate,điều tra,verb_sa,,1
WORD,1294,釣ります,つります,6,to fish,câu cá,verb5,1,3
WORD,1295,天井,てんじょう,9,ceiling,trần nhà,noun,1,
WORD,1296,文,ぶん,6,sentence,câu,noun,,1
WORD,1297,適当な,てきとうな,7,suitable,phù hợp,na_adjective,1,
WORD,1298,正確な,せいかくな,7,accurate,chính xác,na_adjective,1,
WORD,1299,複雑な,ふくざつな,9,complex,phức tạp,na_adjective,1,
WORD,1300,診察します,しんさつします,9,to have a medical check,khám bệnh,verb_sa,1,6
WORD,1301,手術,しゅじゅつ,9,surgery,phẫu thuật,noun,,1
WORD,1302,薬局,やっきょく,10,pharmacy,hiệu thuốc,noun,1,
WORD,1303,患者,かんじゃ,8,patient,bệnh nhân,noun,1,
WORD,1304,上げます,あげます,6,to raise,nâng lên,verb1down,1,3
WORD,1305,下げます,さげます,6,to lower,hạ xuống,verb1down,1,3
WORD,1306,倒れます,たおれます,7,to fall down,đổ,verb1down,1,4
WORD,1307,倒します,たおします,11,to knock down,làm đổ,verb5,1,4
WORD,1308,起こします,おこします,7,to wake up/to raise,đánh thức/nâng dậy,verb5,1,4
WORD,1309,起こります,おこります,10,to happen,xảy ra,verb5,1,4
WORD,1310,向かいます,むかいます,8,to head toward,hướng tới,verb5,1,4
WORD,1311,諦めます,あきらめます,7,to give up,từ bỏ,verb1down,1,5
WORD,1312,残します,のこします,7,to leave (something),để lại,verb5,1,4
WORD,1313,片付きます,かたづきます,11,to be tidied up,được dọn dẹp,verb5,1,5
WORD,1314,直ります,なおります,8,to be fixed (intransitive),được sửa (tự động từ),verb5,1,4
WORD,1315,閉まります,しまります,8,to close (intransitive),đóng (tự động từ),verb5,1,5
WORD,1316,受け取ります,うけとります,7,to receive,nhận,verb5,1,5
WORD,1317,慣れます,なれます,7,to get used to,quen với,verb1down,1,3
WORD,1318,慣らします,ならします,13,to get accustomed to,làm quen với,verb5,1,4
WORD,1319,冷えます,ひえます,7,to get cold (intransitive),lạnh đi (tự động từ),verb1down,1,3
WORD,1320,冷やします,ひやします,8,to chill (transitive),làm lạnh (tha động từ),verb5,1,4
WORD,1321,燃えます,もえます,6,to burn (intransitive),cháy (tự động từ),verb1down,1,3
WORD,1322,燃やします,もやします,8,to burn (transitive),đốt (tha động từ),verb5,1,4
WORD,1323,割れます,われます,7,to break (intransitive,glass),verb1down,1,3
WORD,1324,割ります,わります,8,to break (transitive,glass),verb5,1,3
WORD,1325,汚れます,よごれます,6,to get dirty (intransitive),bị bẩn (tự động từ),verb1down,1,4
WORD,1326,汚します,よごします,8,to make dirty (transitive),làm bẩn (tha động từ),verb5,1,4
WORD,1327,破れます,やぶれます,7,to tear (intransitive),rách (tự động từ),verb1down,1,4
WORD,1328,破ります,やぶります,8,to tear (transitive),làm rách (tha động từ),verb5,1,4
WORD,1329,焼けます,やけます,8,to burn/be baked (intransitive),cháy/được nướng (tự động từ),verb1down,1,3
WORD,1330,焼きます,やきます,6,to bake/grill (transitive),nướng/nướng (tha động từ),verb5,1,3
WORD,1331,終えます,おえます,13,to finish (transitive),kết thúc (tha động từ),verb1down,1,3
WORD,1332,治します,なおします,8,to cure/fix (transitive),chữa trị/sửa (tha động từ),verb5,1,4
WORD,1333,管理します,かんりします,7,to manage,quản lý,verb_sa,,1
WORD,1334,解決します,かいけつします,7,to solve,giải quyết,verb_sa,1,6
WORD,1335,発見します,はっけんします,7,to discover,phát hiện,verb_sa,1,6
WORD,1336,発明します,はつめいします,9,to invent,phát minh,verb_sa,1,6
WORD,1337,努力します,どりょくします,5,to make an effort,nỗ lực,verb_sa,,1
WORD,1338,協力します,きょうりょくします,7,to cooperate,hợp tác,verb_sa,1,6
WORD,1339,競争します,きょうそうします,7,to compete,cạnh tranh,verb_sa,1,6
WORD,1340,成功します,せいこうします,6,to succeed,thành công,verb_sa,1,6
WORD,1341,失敗します,しっぱいします,7,to fail,thất bại,verb_sa,1,6
WORD,1342,単語,たんご,7,word,từ vựng,noun,1,
WORD,1343,段落,だんらく,13,paragraph,đoạn văn,noun,1,
WORD,1344,級,きゅう,7,grade,cấp,noun,,1
WORD,1345,症状,しょうじょう,9,symptom,triệu chứng,noun,1,3
WORD,1346,熱,ねつ,6,fever,sốt,noun,1,
WORD,1347,咳,せき,5,cough,ho,noun,1,
WORD,1348,頭痛,ずつう,5,headache,đau đầu,noun,1,
WORD,1349,吐き気,はきけ,8,nausea,buồn nôn,noun,1,
WORD,1350,下痢,げり,7,diarrhea,tiêu chảy,noun,1,
WORD,1351,怪我,けが,4,injury,vết thương,noun,1,
WORD,1352,具合,ぐあい,7,condition,tình trạng,noun,1,
WORD,1353,体温,たいおん,6,body temperature,thân nhiệt,noun,,1
WORD,1354,薬,くすり,5,medicine,thuốc,noun,1,
WORD,1355,湿布,しっぷ,9,compress/poultice,miếng dán giảm đau,noun,1,
WORD,1356,栄養,えいよう,5,nutrition,dinh dưỡng,noun,1,
WORD,1357,睡眠,すいみん,7,sleep,ngủ,noun,1,
WORD,1358,ストレス,ストレス,7,stress,căng thẳng,noun,1,2
WORD,1359,健康保険,けんこうほけん,9,health insurance,bảo hiểm y tế,noun,1,5
WORD,1360,診察券,しんさつけん,9,patient registration card,thẻ khám bệnh,noun,1,4
WORD,1361,待合室,まちあいしつ,11,waiting room,phòng chờ,noun,1,3
WORD,1362,問診票,もんしんひょう,16,medical questionnaire,phiếu khám bệnh,noun,1,
WORD,1363,体調,たいちょう,6,physical condition,tình trạng sức khỏe,noun,1,
WORD,1364,様子,ようす,7,appearance/state,tình hình,noun,1,
WORD,1365,原因,げんいん,7,cause,nguyên nhân,noun,1,
WORD,1366,習慣,しゅうかん,7,habit,thói quen,noun,1,
WORD,1367,情報,じょうほう,7,information,thông tin,noun,1,
WORD,1368,歴史,れきし,7,history,lịch sử,noun,1,
WORD,1369,社会,しゃかい,6,society,xã hội,noun,,1
WORD,1370,経済,けいざい,9,economy,kinh tế,noun,,1
WORD,1371,政治,せいじ,10,politics,chính trị,noun,1,
WORD,1372,環境,かんきょう,9,environment,môi trường,noun,1,
WORD,1373,技術,ぎじゅつ,7,technology,kỹ thuật,noun,,1
WORD,1374,議論します,ぎろんします,9,to discuss,thảo luận,verb_sa,,1
WORD,1375,提案します,ていあんします,8,to propose,đề xuất,verb_sa,1,6
WORD,1376,場所,ばしょ,5,place,địa điểm,noun,1,
WORD,1377,日付,ひづけ,6,date,ngày tháng,noun,1,
WORD,1378,曜日,ようび,5,day of the week,thứ trong tuần,noun,1,
WORD,1379,気温,きおん,6,temperature,nhiệt độ,noun,1,
WORD,1380,雷,かみなり,7,thunder,sấm,noun,1,3
WORD,1381,災害,さいがい,7,disaster,thảm họa,noun,1,
WORD,1382,事故,じこ,6,accident,tai nạn,noun,,1
WORD,1383,警察,けいさつ,4,police,cảnh sát,noun,1,
WORD,1384,消防車,しょうぼうしゃ,9,fire engine,xe cứu hỏa,noun,1,3
WORD,1385,救急車,きゅうきゅうしゃ,5,ambulance,xe cứu thương,noun,1,3
WORD,1386,教会,きょうかい,7,church,nhà thờ,noun,1,
WORD,1387,植物園,しょくぶつえん,12,botanical garden,vườn bách thảo,noun,1,4
WORD,1388,遊園地,ゆうえんち,7,amusement park,công viên giải trí,noun,1,3
WORD,1389,海水浴場,かいすいよくじょう,12,bathing beach,bãi tắm biển,noun,1,5
WORD,1390,温泉,おんせん,8,hot spring,suối nước nóng,noun,1,1
WORD,1391,バス停,バスてい,8,bus stop,trạm xe buýt,noun,1,1
WORD,1392,道路,どうろ,5,road,đường,noun,,1
WORD,1393,橋,はし,6,bridge,cầu,noun,1,
WORD,1394,ガソリンスタンド,ガソリンスタンド,7,gas station,trạm xăng,noun,1,6
WORD,1395,高速道路,こうそくどうろ,8,highway,đường cao tốc,noun,1,5
WORD,1396,自動車,じどうしゃ,5,car,ô tô,noun,1,
WORD,1397,切符,きっぷ,5,ticket,vé,noun,1,
WORD,1398,定期券,ていきけん,9,commuter pass,vé tháng,noun,1,3
WORD,1399,料金,りょうきん,6,fee,phí,noun,,1
WORD,1400,無料,むりょう,5,free of charge,miễn phí,noun,1,
WORD,1401,有料,ゆうりょう,7,paid,có phí,noun,1,
WORD,1402,現金,げんきん,7,cash,tiền mặt,noun,1,3
WORD,1403,クレジットカード,クレジットカード,9,credit card,thẻ tín dụng,noun,1,6
WORD,1404,消費税,しょうひぜい,9,consumption tax,thuế tiêu thụ,noun,1,4
WORD,1405,お釣り,おつり,7,change,tiền thừa,noun,1,
WORD,1406,レジ,レジ,7,cash register,quầy thu ngân,noun,,1
WORD,1407,文房具屋,ぶんぼうぐや,9,stationery shop,hiệu văn phòng phẩm,noun,1,
WORD,1408,パン屋,パンや,7,bakery,tiệm bánh mì,noun,,1
WORD,1409,魚屋,さかなや,9,fishmonger,tiệm cá,noun,1,
WORD,1410,肉屋,にくや,7,butcher,tiệm thịt,noun,1,2
WORD,1411,八百屋,やおや,9,greengrocer,tiệm rau,noun,1,
WORD,1412,酒屋,さかや,9,liquor store,tiệm rượu,noun,1,2
WORD,1413,居酒屋,いざかや,9,Japanese pub,quán nhậu Nhật,noun,1,
WORD,1414,中華料理,ちゅうかりょうり,10,Chinese cuisine,món ăn Trung Quốc,noun,1,4
WORD,1415,チーズ,チーズ,8,cheese,phô mai,noun,,1
WORD,1416,日本酒,にほんしゅ,11,sake,rượu sake,noun,1,
WORD,1417,お椀,おわん,7,bowl (for soup),bát (súp),noun,1,
WORD,1418,フライパン,フライパン,8,frying pan,chảo,noun,1,
WORD,1419,鍋,なべ,6,pot,nồi,noun,,1
WORD,1420,包丁,ほうちょう,6,kitchen knife,dao làm bếp,noun,1,3
WORD,1421,まな板,まないた,8,cutting board,thớt,noun,1,
WORD,1422,携帯電話,けいたいでんわ,6,mobile phone,điện thoại di động,noun,1,5
WORD,1423,のり,のり,7,glue,keo,noun,1,
WORD,1424,テープ,テープ,8,tape,băng dính,noun,,1
WORD,1425,ホッチキス,ホッチキス,7,stapler,dập ghim,noun,1,3
WORD,1426,カッター,カッター,8,cutter,dao rọc giấy,noun,,1
WORD,1427,定規,じょうぎ,7,ruler,thước kẻ,noun,,1
WORD,1428,絵の具,えのぐ,10,paints,màu vẽ,noun,1,
WORD,1429,筆,ふで,10,brush,cọ,noun,1,
WORD,1430,マフラー,マフラー,7,scarf,khăn quàng,noun,,1
WORD,1431,指輪,ゆびわ,7,ring,nhẫn,noun,1,
WORD,1432,ネックレス,ネックレス,10,necklace,vòng cổ,noun,,1
WORD,1433,ピアス,ピアス,8,pierce earrings,khuyên tai,noun,,1
WORD,1434,腕時計,うでどけい,8,wristwatch,đồng hồ đeo tay,noun,1,3
WORD,1435,Tシャツ,Tシャツ,7,T-shirt,áo phông,noun,1,
WORD,1436,制服,せいふく,7,uniform,đồng phục,noun,1,
WORD,1437,パジャマ,パジャマ,7,pajamas,đồ ngủ,noun,,1
WORD,1438,水着,みずぎ,7,swimsuit,đồ bơi,noun,1,
WORD,1439,洋服,ようふく,6,Western clothes,quần áo kiểu Tây,noun,1,
WORD,1440,和服,わふく,8,Japanese clothes,quần áo kiểu Nhật,noun,1,
WORD,1441,道具,どうぐ,7,tool,dụng cụ,noun,1,
WORD,1442,部品,ぶひん,7,parts,linh kiện,noun,1,
WORD,1443,お客さん,おきゃくさん,6,customer,khách hàng,noun,1,
WORD,1444,社長,しゃちょう,6,company president,giám đốc công ty,noun,1,
WORD,1445,部長,ぶちょう,9,department manager,trưởng phòng,noun,1,
WORD,1446,課長,かちょう,10,section chief,tổ trưởng,noun,1,
WORD,1447,仕事,しごと,5,job,công việc,noun,1,
WORD,1448,残業,ざんぎょう,8,overtime work,làm thêm giờ,noun,1,
WORD,1449,出張,しゅっちょう,8,business trip,đi công tác,noun,1,
WORD,1450,休日,きゅうじつ,6,holiday,ngày nghỉ,noun,1,
WORD,1451,休憩,きゅうけい,7,break,nghỉ giải lao,noun,1,
WORD,1452,コピー,コピー,7,copy,bản sao,noun,,1
WORD,1453,ファックス,ファックス,10,fax,máy fax,noun,,1
WORD,1454,返事,へんじ,7,reply,trả lời,noun,1,
WORD,1455,話,はなし,6,talk/story,câu chuyện,noun,1,
WORD,1456,言葉,ことば,5,word/language,từ/ngôn ngữ,noun,1,
WORD,1457,合格,ごうかく,7,pass (exam),đỗ (kỳ thi),noun,1,
WORD,1458,不合格,ふごうかく,7,fail (exam),trượt (kỳ thi),noun,1,2
WORD,1459,感想,かんそう,7,impression/thoughts,cảm tưởng,noun,1,
WORD,1460,知識,ちしき,8,knowledge,kiến thức,noun,,1
WORD,1461,能力,のうりょく,7,ability,năng lực,noun,,1
WORD,1462,程度,ていど,9,degree/level,mức độ,noun,,1
WORD,1463,種類,しゅるい,7,kind/type,loại,noun,,1
WORD,1464,共通な,きょうつうな,9,common,chung,na_adjective,1,
WORD,1465,全部,ぜんぶ,7,all,tất cả,noun,,1
WORD,1466,一部,いちぶ,10,part,một phần,noun,1,2
WORD,1467,以上,いじょう,8,more than/above,trên/hơn,noun,,1
