PK,SK,character,english,vietnamese,strokes,onyomi,kunyomi,level
KANJI,827,橋,,,,,,
KANJI,828,極,,,,,,
KANJI,829,植,,,,,,
KANJI,830,森,,,,,,
KANJI,831,棒,,,,,,
KANJI,832,械,,,,,,
KANJI,833,根,,,,,,
KANJI,834,栄,,,,,,
KANJI,835,査,,,,,,
KANJI,836,柱,,,,,,
KANJI,837,柔,,,,,,
KANJI,838,枯,,,,,,
KANJI,839,枝,,,,,,
KANJI,840,枚,,,,,,
KANJI,841,林,,,,,,
KANJI,842,板,,,,,,
KANJI,843,村,,,,,,
KANJI,844,材,,,,,,
KANJI,845,机,,,,,,
KANJI,846,札,,,,,,
KANJI,847,替,,,,,,
KANJI,848,曇,,,,,,
KANJI,849,暴,,,,,,
KANJI,850,普,,,,,,
KANJI,851,星,,,,,,
KANJI,852,昇,,,,,,
KANJI,853,旧,,,,,,
KANJI,854,敬,,,,,,
KANJI,855,改,,,,,,
KANJI,856,損,,,,,,
KANJI,857,換,,,,,,
KANJI,858,接,,,,,,
KANJI,859,採,,,,,,
KANJI,860,掘,,,,,,
KANJI,861,掃,,,,,,
KANJI,862,捨,throw away,bỏ,11,しゃ,すてる,4
KANJI,863,捜,,,,,,
KANJI,864,挟,,,,,,
KANJI,865,拾,,,,,,
KANJI,866,拝,,,,,,
KANJI,867,担,,,,,,
KANJI,868,技,,,,,,
KANJI,869,承,,,,,,
KANJI,870,戸,,,,,,
KANJI,871,憎,,,,,,
KANJI,872,悩,,,,,,
KANJI,873,患,,,,,,
KANJI,874,恋,,,,,,
KANJI,875,快,,,,,,
KANJI,876,復,,,,,,
KANJI,877,律,,,,,,
KANJI,878,弱,,,,,,
KANJI,879,延,,,,,,
KANJI,880,庫,,,,,,
KANJI,881,府,,,,,,
KANJI,882,底,,,,,,
KANJI,883,床,,,,,,
KANJI,884,庁,,,,,,
KANJI,885,幼,,,,,,
KANJI,886,干,,,,,,
KANJI,887,幅,,,,,,
KANJI,888,帽,,,,,,
KANJI,889,帯,,,,,,
KANJI,890,希,,,,,,
KANJI,891,布,,,,,,
KANJI,892,巻,,,,,,
KANJI,893,巨,,,,,,
KANJI,894,州,,,,,,
KANJI,895,島,,,,,,
KANJI,896,岸,,,,,,
KANJI,897,岩,,,,,,
KANJI,898,層,,,,,,
KANJI,899,届,,,,,,
KANJI,900,導,,,,,,
KANJI,901,尊,,,,,,
KANJI,902,将,,,,,,
KANJI,903,専,,,,,,
KANJI,904,封,,,,,,
KANJI,905,寺,,,,,,
KANJI,906,宝,,,,,,
KANJI,907,宇,,,,,,
KANJI,908,孫,,,,,,
KANJI,909,季,,,,,,
KANJI,910,委,,,,,,
KANJI,911,姓,,,,,,
KANJI,912,奥,,,,,,
KANJI,913,央,,,,,,
KANJI,914,境,,,,,,
KANJI,915,塩,,,,,,
KANJI,916,塗,,,,,,
KANJI,917,塔,,,,,,
KANJI,918,域,,,,,,
KANJI,919,城,,,,,,
KANJI,920,埋,,,,,,
KANJI,921,型,,,,,,
KANJI,922,均,,,,,,
KANJI,923,坂,,,,,,
KANJI,924,圧,,,,,,
KANJI,925,固,,,,,,
KANJI,926,囲,,,,,,
KANJI,927,団,,,,,,
KANJI,928,営,,,,,,
KANJI,929,喫,,,,,,
KANJI,930,咲,,,,,,
KANJI,931,周,,,,,,
KANJI,932,含,,,,,,
KANJI,933,各,,,,,,
KANJI,934,史,,,,,,
KANJI,935,召,,,,,,
KANJI,936,叫,,,,,,
KANJI,937,双,,,,,,
KANJI,938,厚,,,,,,
KANJI,939,卵,,,,,,
KANJI,940,印,,,,,,
KANJI,941,占,,,,,,
KANJI,942,協,,,,,,
KANJI,943,卒,,,,,,
KANJI,944,区,,,,,,
KANJI,945,匹,,,,,,
KANJI,946,包,,,,,,
KANJI,947,勢,,,,,,
KANJI,948,募,,,,,,
KANJI,949,勇,,,,,,
KANJI,950,効,,,,,,
KANJI,951,劇,,,,,,
KANJI,952,副,,,,,,
KANJI,953,則,,,,,,
KANJI,954,刺,,,,,,
KANJI,955,券,,,,,,
KANJI,956,刷,,,,,,
KANJI,957,刊,,,,,,
KANJI,958,凍,,,,,,
KANJI,959,再,,,,,,
KANJI,960,冊,,,,,,
KANJI,961,兵,,,,,,
KANJI,962,党,,,,,,
KANJI,963,児,,,,,,
KANJI,964,兆,,,,,,
KANJI,965,億,,,,,,
KANJI,966,像,,,,,,
KANJI,967,傾,,,,,,
KANJI,968,停,,,,,,
KANJI,969,倍,,,,,,
KANJI,970,個,,,,,,
KANJI,971,依,,,,,,
KANJI,972,低,,,,,,
KANJI,973,伺,,,,,,
KANJI,974,伸,,,,,,
KANJI,975,仲,,,,,,
KANJI,976,令,,,,,,
KANJI,977,仏,,,,,,
KANJI,978,介,,,,,,
KANJI,979,了,,,,,,
KANJI,980,乾,,,,,,
KANJI,981,乳,,,,,,
KANJI,982,乱,,,,,,
KANJI,983,久,,,,,,
KANJI,984,丸,,,,,,
KANJI,985,並,,,,,,
KANJI,986,鼓,,,,,,
KANJI,987,黛,,,,,,
KANJI,988,黙,,,,,,
KANJI,989,黎,,,,,,
KANJI,990,麿,,,,,,
KANJI,991,麻,,,,,,
KANJI,992,麟,,,,,,
KANJI,993,麗,,,,,,
KANJI,994,鹿,,,,,,
KANJI,995,鷹,,,,,,
KANJI,996,鶴,,,,,,
KANJI,997,鶏,,,,,,
KANJI,998,鵬,,,,,,
KANJI,999,鴻,,,,,,
KANJI,1000,鳳,,,,,,
KANJI,1001,鳩,,,,,,
KANJI,1002,鯨,,,,,,
KANJI,1003,鯛,,,,,,
KANJI,1004,鯉,,,,,,
KANJI,1005,鮮,,,,,,
KANJI,1006,鮎,,,,,,
KANJI,1007,魔,,,,,,
KANJI,1008,魅,,,,,,
KANJI,1009,魂,,,,,,
KANJI,1010,魁,,,,,,
KANJI,1011,鬼,,,,,,
KANJI,1012,髄,,,,,,
KANJI,1013,驚,,,,,,
KANJI,1014,騰,,,,,,
KANJI,1015,騒,,,,,,
KANJI,1016,騎,,,,,,
KANJI,1017,駿,,,,,,
KANJI,1018,駒,,,,,,
KANJI,1019,駆,,,,,,
KANJI,1020,駄,,,,,,
KANJI,1021,馨,,,,,,
KANJI,1022,餓,,,,,,
KANJI,1023,養,,,,,,
KANJI,1024,飾,,,,,,
KANJI,1025,飽,,,,,,
KANJI,1026,飼,,,,,,
KANJI,1027,飢,,,,,,
KANJI,1028,颯,,,,,,
KANJI,1029,顧,,,,,,
KANJI,1030,顕,,,,,,
KANJI,1031,頻,,,,,,
KANJI,1032,頒,,,,,,
KANJI,1033,頑,,,,,,
KANJI,1034,頌,,,,,,
KANJI,1035,須,,,,,,
KANJI,1036,項,,,,,,
KANJI,1037,響,,,,,,
KANJI,1038,韻,,,,,,
KANJI,1039,鞠,,,,,,
KANJI,1040,靖,,,,,,
KANJI,1041,露,,,,,,
KANJI,1042,霧,,,,,,
KANJI,1043,霞,,,,,,
KANJI,1044,霜,,,,,,
KANJI,1045,霊,,,,,,
KANJI,1046,需,,,,,,
KANJI,1047,雷,,,,,,
KANJI,1048,雰,,,,,,
KANJI,1049,離,,,,,,
KANJI,1050,雛,,,,,,
KANJI,1051,雌,,,,,,
KANJI,1052,雅,,,,,,
KANJI,1053,雄,,,,,,
KANJI,1054,隼,,,,,,
KANJI,1055,隷,,,,,,
KANJI,1056,隣,,,,,,
KANJI,1057,隠,,,,,,
KANJI,1058,障,,,,,,
KANJI,1059,隔,,,,,,
KANJI,1060,随,,,,,,
KANJI,1061,隊,,,,,,
KANJI,1062,隆,,,,,,
KANJI,1063,陶,,,,,,
KANJI,1064,陵,,,,,,
KANJI,1065,陳,,,,,,
KANJI,1066,陰,,,,,,
KANJI,1067,陪,,,,,,
KANJI,1068,陥,,,,,,
KANJI,1069,陣,,,,,,
KANJI,1070,陛,,,,,,
KANJI,1071,附,,,,,,
KANJI,1072,阿,,,,,,
KANJI,1073,阻,,,,,,
KANJI,1074,闘,,,,,,
KANJI,1075,閲,,,,,,
KANJI,1076,閥,,,,,,
KANJI,1077,閣,,,,,,
KANJI,1078,閑,,,,,,
KANJI,1079,鑑,,,,,,
KANJI,1080,鐘,,,,,,
KANJI,1081,鏡,,,,,,
KANJI,1082,鎮,,,,,,
KANJI,1083,鎖,,,,,,
KANJI,1084,鎌,,,,,,
KANJI,1085,鍛,,,,,,
KANJI,1086,錯,,,,,,
KANJI,1087,錬,,,,,,
KANJI,1088,錦,,,,,,
KANJI,1089,錠,,,,,,
KANJI,1090,錘,,,,,,
KANJI,1091,鋼,,,,,,
KANJI,1092,鋳,,,,,,
KANJI,1093,銭,,,,,,
KANJI,1094,銘,,,,,,
KANJI,1095,銑,,,,,,
KANJI,1096,銃,,,,,,
KANJI,1097,鉢,,,,,,
KANJI,1098,鉛,,,,,,
KANJI,1099,鈴,,,,,,
KANJI,1100,釣,,,,,,
KANJI,1101,釈,,,,,,
KANJI,1102,采,,,,,,
KANJI,1103,醸,,,,,,
KANJI,1104,醜,,,,,,
KANJI,1105,酸,,,,,,
KANJI,1106,酷,,,,,,
KANJI,1107,酵,,,,,,
KANJI,1108,酬,,,,,,
KANJI,1109,酪,,,,,,
KANJI,1110,酢,,,,,,
KANJI,1111,酔,,,,,,
KANJI,1112,酌,,,,,,
KANJI,1113,酉,,,,,,
KANJI,1114,郷,,,,,,
KANJI,1115,郭,,,,,,
KANJI,1116,郡,,,,,,
KANJI,1117,郎,,,,,,
KANJI,1118,郁,,,,,,
KANJI,1119,邸,,,,,,
KANJI,1120,邪,,,,,,
KANJI,1121,邦,,,,,,
KANJI,1122,那,,,,,,
KANJI,1123,邑,,,,,,
KANJI,1124,還,,,,,,
KANJI,1125,避,,,,,,
KANJI,1126,遼,,,,,,
KANJI,1127,遺,,,,,,
KANJI,1128,遷,,,,,,
KANJI,1129,遵,,,,,,
KANJI,1130,遮,,,,,,
KANJI,1131,遭,,,,,,
KANJI,1132,遥,,,,,,
KANJI,1133,遣,,,,,,
KANJI,1134,遍,,,,,,
KANJI,1135,遇,,,,,,
KANJI,1136,遂,,,,,,
KANJI,1137,逸,,,,,,
KANJI,1138,逮,,,,,,
KANJI,1139,逝,,,,,,
KANJI,1140,逓,,,,,,
KANJI,1141,逐,,,,,,
KANJI,1142,透,,,,,,
KANJI,1143,迭,,,,,,
KANJI,1144,迫,,,,,,
KANJI,1145,迪,,,,,,
KANJI,1146,迅,,,,,,
KANJI,1147,辱,,,,,,
KANJI,1148,辰,,,,,,
KANJI,1149,轄,,,,,,
KANJI,1150,輩,,,,,,
KANJI,1151,輝,,,,,,
KANJI,1152,輔,,,,,,
KANJI,1153,載,,,,,,
KANJI,1154,較,,,,,,
KANJI,1155,軸,,,,,,
KANJI,1156,軌,,,,,,
KANJI,1157,躍,,,,,,
KANJI,1158,踏,,,,,,
KANJI,1159,践,,,,,,
KANJI,1160,跳,,,,,,
KANJI,1161,距,,,,,,
KANJI,1162,趣,,,,,,
KANJI,1163,赴,,,,,,
KANJI,1164,赳,,,,,,
KANJI,1165,赦,,,,,,
KANJI,1166,購,,,,,,
KANJI,1167,賦,,,,,,
KANJI,1168,賠,,,,,,
KANJI,1169,賜,,,,,,
KANJI,1170,賓,,,,,,
KANJI,1171,賊,,,,,,
KANJI,1172,賄,,,,,,
KANJI,1173,賃,,,,,,
KANJI,1174,賀,,,,,,
KANJI,1175,貴,,,,,,
KANJI,1176,貫,,,,,,
KANJI,1177,貢,,,,,,
KANJI,1178,貞,,,,,,
KANJI,1179,豪,,,,,,
KANJI,1180,豚,,,,,,
KANJI,1181,豆,,,,,,
KANJI,1182,護,,,,,,
KANJI,1183,譲,,,,,,
KANJI,1184,譜,,,,,,
KANJI,1185,謹,,,,,,
KANJI,1186,謡,,,,,,
KANJI,1187,謝,,,,,,
KANJI,1188,謙,,,,,,
KANJI,1189,謄,,,,,,
KANJI,1190,謁,,,,,,
KANJI,1191,謀,,,,,,
KANJI,1192,諾,,,,,,
KANJI,1193,諮,,,,,,
KANJI,1194,諭,,,,,,
KANJI,1195,諒,,,,,,
KANJI,1196,請,,,,,,
KANJI,1197,諄,,,,,,
KANJI,1198,誼,,,,,,
KANJI,1199,誠,,,,,,
KANJI,1200,誘,,,,,,
KANJI,1201,誕,,,,,,
KANJI,1202,誓,,,,,,
KANJI,1203,誉,,,,,,
KANJI,1204,誇,,,,,,
KANJI,1205,詳,,,,,,
KANJI,1206,該,,,,,,
KANJI,1207,詩,,,,,,
KANJI,1208,詢,,,,,,
KANJI,1209,詠,,,,,,
KANJI,1210,評,,,,,,
KANJI,1211,詔,,,,,,
KANJI,1212,詐,,,,,,
KANJI,1213,証,,,,,,
KANJI,1214,診,,,,,,
KANJI,1215,訴,,,,,,
KANJI,1216,訳,,,,,,
KANJI,1217,訟,,,,,,
KANJI,1218,託,,,,,,
KANJI,1219,討,,,,,,
KANJI,1220,訂,,,,,,
KANJI,1221,覧,,,,,,
KANJI,1222,視,,,,,,
KANJI,1223,覇,,,,,,
KANJI,1224,覆,,,,,,
KANJI,1225,襲,,,,,,
KANJI,1226,襟,,,,,,
KANJI,1227,褒,,,,,,
KANJI,1228,褐,,,,,,
KANJI,1229,製,,,,,,
KANJI,1230,裸,,,,,,
KANJI,1231,裟,,,,,,
KANJI,1232,裕,,,,,,
KANJI,1233,裂,,,,,,
KANJI,1234,裁,,,,,,
KANJI,1235,袈,,,,,,
KANJI,1236,衿,,,,,,
KANJI,1237,衷,,,,,,
KANJI,1238,衰,,,,,,
KANJI,1239,衡,,,,,,
KANJI,1240,衝,,,,,,
KANJI,1241,衛,,,,,,
KANJI,1242,街,,,,,,
KANJI,1243,衆,,,,,,
KANJI,1244,融,,,,,,
KANJI,1245,蝶,,,,,,
KANJI,1246,蛮,,,,,,
KANJI,1247,蛍,,,,,,
KANJI,1248,蛇,,,,,,
KANJI,1249,蚕,,,,,,
KANJI,1250,蚊,,,,,,
KANJI,1251,虹,,,,,,
KANJI,1252,虞,,,,,,
KANJI,1253,虜,,,,,,
KANJI,1254,虚,,,,,,
KANJI,1255,虐,,,,,,
KANJI,1256,虎,,,,,,
KANJI,1257,蘭,,,,,,
KANJI,1258,藻,,,,,,
KANJI,1259,藩,,,,,,
KANJI,1260,藤,,,,,,
KANJI,1261,藍,,,,,,
KANJI,1262,薫,,,,,,
KANJI,1263,薪,,,,,,
KANJI,1264,薦,,,,,,
KANJI,1265,蕗,,,,,,
KANJI,1266,蕉,,,,,,
KANJI,1267,蔦,,,,,,
KANJI,1268,蓮,,,,,,
KANJI,1269,蓉,,,,,,
KANJI,1270,蓄,,,,,,
KANJI,1271,蒼,,,,,,
KANJI,1272,蒔,,,,,,
KANJI,1273,葵,,,,,,
KANJI,1274,葬,,,,,,
KANJI,1275,萩,,,,,,
KANJI,1276,萌,,,,,,
KANJI,1277,華,,,,,,
KANJI,1278,菫,,,,,,
KANJI,1279,菖,,,,,,
KANJI,1280,菌,,,,,,
KANJI,1281,菊,,,,,,
KANJI,1282,莞,,,,,,
KANJI,1283,莉,,,,,,
KANJI,1284,荘,,,,,,
KANJI,1285,茜,,,,,,
KANJI,1286,茎,,,,,,
KANJI,1287,茉,,,,,,
KANJI,1288,茅,,,,,,
KANJI,1289,茄,,,,,,
KANJI,1290,茂,,,,,,
KANJI,1291,苗,,,,,,
KANJI,1292,苑,,,,,,
KANJI,1293,芽,,,,,,
KANJI,1294,芹,,,,,,
KANJI,1295,芳,,,,,,
KANJI,1296,芝,,,,,,
KANJI,1297,芙,,,,,,
KANJI,1298,芋,,,,,,
KANJI,1299,艶,,,,,,
KANJI,1300,艦,,,,,,
KANJI,1301,艇,,,,,,
KANJI,1302,舶,,,,,,
KANJI,1303,舜,,,,,,
KANJI,1304,舗,,,,,,
KANJI,1305,舎,,,,,,
KANJI,1306,舌,,,,,,
KANJI,1307,興,,,,,,
KANJI,1308,致,,,,,,
KANJI,1309,至,,,,,,
KANJI,1310,臭,,,,,,
KANJI,1311,臨,,,,,,
KANJI,1312,膨,,,,,,
KANJI,1313,膜,,,,,,
KANJI,1314,腸,,,,,,
KANJI,1315,腐,,,,,,
KANJI,1316,脹,,,,,,
KANJI,1317,脱,,,,,,
KANJI,1318,脩,,,,,,
KANJI,1319,脚,,,,,,
KANJI,1320,脈,,,,,,
KANJI,1321,脅,,,,,,
KANJI,1322,胴,,,,,,
KANJI,1323,胤,,,,,,
KANJI,1324,胡,,,,,,
KANJI,1325,胞,,,,,,
KANJI,1326,胎,,,,,,
KANJI,1327,胆,,,,,,
KANJI,1328,肺,,,,,,
KANJI,1329,肪,,,,,,
KANJI,1330,肥,,,,,,
KANJI,1331,肢,,,,,,
KANJI,1332,肝,,,,,,
KANJI,1333,肖,,,,,,
KANJI,1334,肇,,,,,,
KANJI,1335,聴,,,,,,
KANJI,1336,聡,,,,,,
KANJI,1337,聖,,,,,,
KANJI,1338,耶,,,,,,
KANJI,1339,耗,,,,,,
KANJI,1340,耐,,,,,,
KANJI,1341,耀,,,,,,
KANJI,1342,翼,,,,,,
KANJI,1343,翻,,,,,,
KANJI,1344,翠,,,,,,
KANJI,1345,翔,,,,,,
KANJI,1346,翁,,,,,,
KANJI,1347,義,,,,,,
KANJI,1348,羊,,,,,,
KANJI,1349,羅,,,,,,
KANJI,1350,罷,,,,,,
KANJI,1351,罰,,,,,,
KANJI,1352,繰,,,,,,
KANJI,1353,繭,,,,,,
KANJI,1354,繕,,,,,,
KANJI,1355,織,,,,,,
KANJI,1356,繊,,,,,,
KANJI,1357,繁,,,,,,
KANJI,1358,縮,,,,,,
KANJI,1359,縫,,,,,,
KANJI,1360,縦,,,,,,
KANJI,1361,縛,,,,,,
KANJI,1362,縄,,,,,,
KANJI,1363,縁,,,,,,
KANJI,1364,緯,,,,,,
KANJI,1365,緩,,,,,,
KANJI,1366,締,,,,,,
KANJI,1367,緋,,,,,,
KANJI,1368,緊,,,,,,
KANJI,1369,綾,,,,,,
KANJI,1370,綺,,,,,,
KANJI,1371,綸,,,,,,
KANJI,1372,網,,,,,,
KANJI,1373,綱,,,,,,
KANJI,1374,維,,,,,,
KANJI,1375,綜,,,,,,
KANJI,1376,継,,,,,,
KANJI,1377,絹,,,,,,
KANJI,1378,統,,,,,,
KANJI,1379,絢,,,,,,
KANJI,1380,絞,,,,,,
KANJI,1381,結,,,,,,
KANJI,1382,絃,,,,,,
KANJI,1383,紺,,,,,,
KANJI,1384,紳,,,,,,
KANJI,1385,累,,,,,,
KANJI,1386,紬,,,,,,
KANJI,1387,紫,,,,,,
KANJI,1388,索,,,,,,
KANJI,1389,紡,,,,,,
KANJI,1390,素,,,,,,
KANJI,1391,紛,,,,,,
KANJI,1392,級,,,,,,
KANJI,1393,紘,,,,,,
KANJI,1394,紗,,,,,,
KANJI,1395,納,,,,,,
KANJI,1396,紋,,,,,,
KANJI,1397,紀,,,,,,
KANJI,1398,糾,,,,,,
KANJI,1399,系,,,,,,
KANJI,1400,糧,,,,,,
KANJI,1401,糖,,,,,,
KANJI,1402,粛,,,,,,
KANJI,1403,粘,,,,,,
KANJI,1404,粗,,,,,,
KANJI,1405,粋,,,,,,
KANJI,1406,簿,,,,,,
KANJI,1407,篤,,,,,,
KANJI,1408,範,,,,,,
KANJI,1409,節,,,,,,
KANJI,1410,箇,,,,,,
KANJI,1411,策,,,,,,
KANJI,1412,筋,,,,,,
KANJI,1413,笹,,,,,,
KANJI,1414,第,,,,,,
KANJI,1415,笛,,,,,,
KANJI,1416,笙,,,,,,
KANJI,1417,端,,,,,,
KANJI,1418,竣,,,,,,
KANJI,1419,竜,,,,,,
KANJI,1420,窯,,,,,,
KANJI,1421,窮,,,,,,
KANJI,1422,窒,,,,,,
KANJI,1423,窃,,,,,,
KANJI,1424,穴,,,,,,
KANJI,1425,穫,,,,,,
KANJI,1426,穣,,,,,,
KANJI,1427,穏,,,,,,
KANJI,1428,穂,,,,,,
KANJI,1429,穀,,,,,,
KANJI,1430,稿,,,,,,
KANJI,1431,稼,,,,,,
KANJI,1432,稲,,,,,,
KANJI,1433,稜,,,,,,
KANJI,1434,稚,,,,,,
KANJI,1435,稔,,,,,,
KANJI,1436,稀,,,,,,
KANJI,1437,称,,,,,,
KANJI,1438,秩,,,,,,
KANJI,1439,秦,,,,,,
KANJI,1440,租,,,,,,
KANJI,1441,秘,,,,,,
KANJI,1442,秀,,,,,,
KANJI,1443,禎,,,,,,
KANJI,1444,禍,,,,,,
KANJI,1445,禅,,,,,,
KANJI,1446,禄,,,,,,
KANJI,1447,票,,,,,,
KANJI,1448,祥,,,,,,
KANJI,1449,祐,,,,,,
KANJI,1450,祉,,,,,,
KANJI,1451,礎,,,,,,
KANJI,1452,礁,,,,,,
KANJI,1453,磯,,,,,,
KANJI,1454,磁,,,,,,
KANJI,1455,碩,,,,,,
KANJI,1456,碧,,,,,,
KANJI,1457,碑,,,,,,
KANJI,1458,碁,,,,,,
KANJI,1459,硫,,,,,,
KANJI,1460,硝,,,,,,
KANJI,1461,砲,,,,,,
KANJI,1462,砕,,,,,,
KANJI,1463,矯,,,,,,
KANJI,1464,矢,,,,,,
KANJI,1465,矛,,,,,,
KANJI,1466,瞳,,,,,,
KANJI,1467,瞭,,,,,,
KANJI,1468,瞬,,,,,,
KANJI,1469,睦,,,,,,
KANJI,1470,督,,,,,,
KANJI,1471,睡,,,,,,
KANJI,1472,眼,,,,,,
KANJI,1473,眺,,,,,,
KANJI,1474,眸,,,,,,
KANJI,1475,看,,,,,,
KANJI,1476,眉,,,,,,
KANJI,1477,盾,,,,,,
KANJI,1478,盲,,,,,,
KANJI,1479,盤,,,,,,
KANJI,1480,監,,,,,,
KANJI,1481,盟,,,,,,
KANJI,1482,盛,,,,,,
KANJI,1483,益,,,,,,
KANJI,1484,盆,,,,,,
KANJI,1485,皓,,,,,,
KANJI,1486,皐,,,,,,
KANJI,1487,皇,,,,,,
KANJI,1488,癖,,,,,,
KANJI,1489,癒,,,,,,
KANJI,1490,痴,,,,,,
KANJI,1491,痢,,,,,,
KANJI,1492,痘,,,,,,
KANJI,1493,症,,,,,,
KANJI,1494,疾,,,,,,
KANJI,1495,疫,,,,,,
KANJI,1496,疎,,,,,,
KANJI,1497,異,,,,,,
KANJI,1498,畝,,,,,,
KANJI,1499,畔,,,,,,
KANJI,1500,甲,,,,,,
KANJI,1501,甫,,,,,,
KANJI,1502,甚,,,,,,
KANJI,1503,環,,,,,,
KANJI,1504,璃,,,,,,
KANJI,1505,瑶,,,,,,
KANJI,1506,瑳,,,,,,
KANJI,1507,瑠,,,,,,
KANJI,1508,瑞,,,,,,
KANJI,1509,瑛,,,,,,
KANJI,1510,瑚,,,,,,
KANJI,1511,琴,,,,,,
KANJI,1512,琳,,,,,,
KANJI,1513,琢,,,,,,
KANJI,1514,琉,,,,,,
KANJI,1515,班,,,,,,
KANJI,1516,珠,,,,,,
KANJI,1517,玲,,,,,,
KANJI,1518,玖,,,,,,
KANJI,1519,率,,,,,,
KANJI,1520,玄,,,,,,
KANJI,1521,獲,,,,,,
KANJI,1522,獣,,,,,,
KANJI,1523,獄,,,,,,
KANJI,1524,猿,,,,,,
KANJI,1525,猶,,,,,,
KANJI,1526,献,,,,,,
KANJI,1527,猪,,,,,,
KANJI,1528,猟,,,,,,
KANJI,1529,猛,,,,,,
KANJI,1530,狭,,,,,,
KANJI,1531,独,,,,,,
KANJI,1532,狩,,,,,,
KANJI,1533,狙,,,,,,
KANJI,1534,狂,,,,,,
KANJI,1535,犠,,,,,,
KANJI,1536,牲,,,,,,
KANJI,1537,牧,,,,,,
KANJI,1538,爾,,,,,,
KANJI,1539,爽,,,,,,
KANJI,1540,爵,,,,,,
KANJI,1541,燿,,,,,,
KANJI,1542,燦,,,,,,
KANJI,1543,燎,,,,,,
KANJI,1544,熟,,,,,,
KANJI,1545,熙,,,,,,
KANJI,1546,熊,,,,,,
KANJI,1547,煮,,,,,,
KANJI,1548,煩,,,,,,
KANJI,1549,焦,,,,,,
KANJI,1550,烈,,,,,,
KANJI,1551,為,,,,,,
KANJI,1552,炎,,,,,,
KANJI,1553,炊,,,,,,
KANJI,1554,炉,,,,,,
KANJI,1555,災,,,,,,
KANJI,1556,瀬,,,,,,
KANJI,1557,濫,,,,,,
KANJI,1558,濁,,,,,,
KANJI,1559,激,,,,,,
KANJI,1560,澪,,,,,,
KANJI,1561,澄,,,,,,
KANJI,1562,潮,,,,,,
KANJI,1563,潤,,,,,,
KANJI,1564,潟,,,,,,
KANJI,1565,潜,,,,,,
KANJI,1566,潔,,,,,,
KANJI,1567,漸,,,,,,
KANJI,1568,漱,,,,,,
KANJI,1569,漬,,,,,,
KANJI,1570,漫,,,,,,
KANJI,1571,漠,,,,,,
KANJI,1572,漏,,,,,,
KANJI,1573,漆,,,,,,
KANJI,1574,漂,,,,,,
KANJI,1575,滞,,,,,,
KANJI,1576,滝,,,,,,
KANJI,1577,滑,,,,,,
KANJI,1578,滋,,,,,,
KANJI,1579,滉,,,,,,
KANJI,1580,滅,,,,,,
KANJI,1581,溝,,,,,,
KANJI,1582,源,,,,,,
KANJI,1583,湧,,,,,,
KANJI,1584,渦,,,,,,
KANJI,1585,渥,,,,,,
KANJI,1586,渚,,,,,,
KANJI,1587,渓,,,,,,
KANJI,1588,渋,,,,,,
KANJI,1589,渉,,,,,,
KANJI,1590,渇,,,,,,
KANJI,1591,添,,,,,,
KANJI,1592,淳,,,,,,
KANJI,1593,淡,,,,,,
KANJI,1594,淑,,,,,,
KANJI,1595,涯,,,,,,
KANJI,1596,浸,,,,,,
KANJI,1597,浪,,,,,,
KANJI,1598,浩,,,,,,
KANJI,1599,浦,,,,,,
KANJI,1600,浜,,,,,,
KANJI,1601,浄,,,,,,
KANJI,1602,派,,,,,,
KANJI,1603,洸,,,,,,
KANJI,1604,洵,,,,,,
KANJI,1605,洲,,,,,,
KANJI,1606,洪,,,,,,
KANJI,1607,津,,,,,,
KANJI,1608,洞,,,,,,
KANJI,1609,泰,,,,,,
KANJI,1610,泣,,,,,,
KANJI,1611,泡,,,,,,
KANJI,1612,泌,,,,,,
KANJI,1613,沿,,,,,,
KANJI,1614,沼,,,,,,
KANJI,1615,沢,,,,,,
KANJI,1616,没,,,,,,
KANJI,1617,沙,,,,,,
KANJI,1618,沖,,,,,,
KANJI,1619,汽,,,,,,
KANJI,1620,汰,,,,,,
KANJI,1621,江,,,,,,
KANJI,1622,汐,,,,,,
KANJI,1623,汁,,,,,,
KANJI,1624,氏,,,,,,
KANJI,1625,毬,,,,,,
KANJI,1626,毅,,,,,,
KANJI,1627,殻,,,,,,
KANJI,1628,殴,,,,,,
KANJI,1629,殖,,,,,,
KANJI,1630,殊,,,,,,
KANJI,1631,殉,,,,,,
KANJI,1632,歓,,,,,,
KANJI,1633,款,,,,,,
KANJI,1634,欽,,,,,,
KANJI,1635,欺,,,,,,
KANJI,1636,欣,,,,,,
KANJI,1637,欄,,,,,,
KANJI,1638,檀,,,,,,
KANJI,1639,橘,,,,,,
KANJI,1640,樺,,,,,,
KANJI,1641,樹,,,,,,
KANJI,1642,模,,,,,,
KANJI,1643,標,,,,,,
KANJI,1644,槽,,,,,,
KANJI,1645,槻,,,,,,
KANJI,1646,槙,,,,,,
KANJI,1647,榛,,,,,,
KANJI,1648,概,,,,,,
KANJI,1649,楼,,,,,,
KANJI,1650,楠,,,,,,
KANJI,1651,楓,,,,,,
KANJI,1652,楊,,,,,,
KANJI,1653,椿,,,,,,
KANJI,1654,椰,,,,,,
KANJI,1655,検,,,,,,
KANJI,1656,椎,,,,,,
KANJI,1657,椋,,,,,,
KANJI,1658,棺,,,,,,
KANJI,1659,棟,,,,,,
KANJI,1660,棚,,,,,,
KANJI,1661,棋,,,,,,
KANJI,1662,棄,,,,,,
KANJI,1663,梨,,,,,,
